,ID,StringText
0,Section1Sent1,Περὶ μὲν δὴ τούτων ἀρκέσει τὰ εἰρημένα.
1,Section1Sent2,"σκεπτέον δὲ ἑξῆς
οὐ παρέργως, ἃ περὶ τῆς τῶν διαλέκτων συγχύσεως φιλοσοφεῖ·"
2,Section1Sent3,"λέγει
γὰρ ὧδε· „καὶ ἦν πᾶσα ἡ γῆ χεῖλος ἕν, καὶ φωνὴ μία πᾶσι."
3,Section1Sent4,"καὶ
ἐγένετο ἐν τῷ κινῆσαι αὐτοὺς ἀπὸ ἀνατολῶν, εὗρον πεδίον ἐν τῇ γῇ
 Σεναὰρ καὶ κατῴκησαν ἐκεῖ. καὶ εἶπεν ἄνθρωπος τῷ πλησίον·"
4,Section1Sent5,"δεῦτε
πλινθεύσωμεν πλίνθους καὶ ὀπτήσωμεν αὐτὰς πυρί."
5,Section1Sent6,"καὶ ἐγένετο αὐτοῖς
ἡ πλίνθος εἰς λίθον,"
6,Section1Sent7,καὶ ἄσφαλτος ἦν αὐτοῖς ὁ πηλός. καὶ εἶπον·
7,Section1Sent8,"δεῦτε
οἰκοδομήσωμεν ἑαυτοῖς πόλιν καὶ πύργον, οὗ ἡ κεφαλὴ ἔσται ἕως τοῦ
οὐρανοῦ, καὶ ποιήσωμεν ἑαυτῶν ὄνομα πρὸ τοῦ διασπαρῆναι ἐπὶ πρόσωπον
 πάσης τῆς γῆς. καὶ κατέβη κύριος ἰδεῖν τὴν πόλιν καὶ τὸν
πύργον ὃν ᾠκοδόμησαν οἱ υἱοὶ τῶν ἀνθρώπων."
8,Section1Sent9,καὶ εἶπε
9,Section1Sent10,"κύριος· ἰδοὺ
γένος ἓν καὶ χεῖλος ἓν πάντων· καὶ τοῦτο ἤρξαντο ποιῆσαι,"
10,Section1Sent11,"καὶ νῦν οὐκ
ἐκλείψει ἐξ αὐτῶν πάντα ὅσα ἂν ἐπιθῶνται ποιεῖν·"
11,Section1Sent12,"δεῦτε καὶ καταβάντες συγχέωμεν ἐκεῖ αὐτῶν τὴν γλῶσσαν, ἵνα μὴ ἀκούσωσιν ἕκαστος
 τὴν φωνὴν τοῦ πλησίον."
12,Section1Sent13,"καὶ διέσπειρεν αὐτοὺς κύριος ἐκεῖθεν ἐπὶ πρόσωπον πάσης τῆς γῆς, καὶ ἐπαύσαντο οἰκοδομοῦντες τὴν πόλιν καὶ τὸν
πύργον."
13,Section1Sent14,"διὰ τοῦτο ἐκλήθη τὸ ὄνομα αὐτοῦ σύγχυσις, ὅτι ἐκεῖ συνέχεε
κύριος τὰ χείλη πάσης τῆς γῆς,"
14,Section1Sent15,"καὶ ἐκεῖθεν διέσπειρεν αὐτοὺς κύριος
 ἐπὶ πρόσωπον πάσης τῆς γῆς“ (Gen. 11, 1—9)."
15,Section2Sent1,"οἱ μὲν δυσχεραίνοντες  τῇ πατρίῳ πολιτείᾳ, ψόγον καὶ κατηγορίαν αἰεὶ τῶν νόμων
μελετῶντες, τούτοις καὶ τοῖς παραπλησίοις ὡς ἂν ἐπιβάθραις τῆς"
16,Section2Sent2,"ἀθεότητος
αὐτῶν, οἱ δυσσεβεῖς, χρῶνται φάσκοντες· ἔτι νῦν σεμνηγορεῖτε
περὶ τῶν διατεταγμένων ὡς τοὺς ἀληθείας κανόνας αὐτῆς περιεχόντων;"
17,Section3Sent1,"ἰδοὺ γὰρ αἱ ἱεραὶ λεγόμεναι βίβλοι παρ’ ὑμῖν καὶ μύθους περιέχουσιν,
ἐφ’ οἷς εἰώθατε γελᾶν, ὅταν ἄλλων διεξιόντων ἀκούητε. καίτοι τί δεῖ
τοὺς πολλαχόθι τῆς νομοθεσίας ἐσπαρμένους ἀναλέγεσθαι ὥσπερ σχολὴν 
ἄγοντας καὶ ἐνευκαιροῦντας διαβολαῖς, ἀλλ’ οὐ μόνον τῶν ἐν χερσὶ καὶ
 παρὰ πόδας ὑπομιμνῄσκειν"
18,Section3Sent2,;
19,Section4Sent1,"εἷς μὲν οὖν ἐστιν ὁ ἐοικὼς τῷ συντεθέντι
ἐπὶ τῶν Ἀλωειδῶν, οὓς ὁ μέγιστος καὶ δοκιμώτατος τῶν ποιητῶν
Ὅμηρος διανοηθῆναί φησι τρία τὰ περιμήκιστα τῶν ὀρῶν ἐπιφορῆσαι
καὶ ἐπιχῶσαι ἐλπίσαντας τὴν εἰς οὐρανὸν ὁδὸν τοῖς ἀνέρχεσθαι βουλομένοις 
εὐμαρῆ διὰ τούτων ἔσεσθαι πρὸς αἰθέριον ὕψος ἀρθέντων·"
20,Section4Sent2,"ἔστι
δὲ τὰ περὶ τούτων ἔπη τοιαῦτα·"
21,Section4Sent3,"Ὄσσαν ἐπ’ Οὐλύμπῳ μέμασαν θέμεν, αὐτὰρ ἐπ’ Ὄσσῃ
Πήλιον εἰνοσίφυλλον, ἵν’ οὐρανὸς ἀμβατὸς εἴη,"
22,Section4Sent4,Ὄλυμπος δὲ καὶ Ὄσσα καὶ Πήλιον ὀρῶν ὀνόματα.
23,Section5Sent1,"πύργον δὲ ὁ νομοθέτης 
ἀντὶ τούτων εἰσάγει πρὸς τῶν τότε ἀνθρώπων κατασκευαζόμενον
θελησάντων ὑπ’ ἀνοίας ἅμα καὶ μεγαλαυχίας οὐρανοῦ ψαῦσαι."
24,Section5Sent2,"πῶς γὰρ
οὐ φρενοβλάβεια δεινή;"
25,Section5Sent3,"καὶ γὰρ εἰ τὰ τῆς συμπάσης μέρη γῆς ἐποικοδομηθείη προκαταβληθέντι βραχεῖ θεμελίῳ καὶ ἀνεγερθείη τρόπον κίονος
ἑνός, μυρίοις τῆς αἰθερίου σφαίρας ἀπολειφθήσεται διαστήμασι, καὶ 
μάλιστα κατὰ τοὺς ζητητικοὺς τῶν φιλοσόφων, οἳ τοῦ παντὸς κέντρον"
26,Section5Sent4,εἶναι τὴν γῆν ἀνωμολόγησαν.
27,Section5Sent5,"ἕτερος δέ τις συγγενὴς τούτῳ περὶ
τῆς τῶν ζῴων ὁμοφωνίας πρὸς μυθοπλαστῶν ἀναγράφεται·"
28,Section6Sent1,"λέγεται γάρ,  ὡς ἄρα πάνθ’ ὅσα ζῷα χερσαῖα καὶ ἔνυδρα καὶ πτηνὰ τὸ παλαιὸν ὁμόφωνα ἦν, καὶ ὅνπερ τρόπον ἀνθρώπων Ἕλληνες μὲν Ἕλλησι, βαρβάροις
 δὲ βάρβαροι νῦν οἱ ὁμόγλωττοι διαλέγονται, τοῦτον τὸν τρόπον καὶ πάντα
πᾶσι περὶ ὧν ἢ δρᾶν ἢ πάσχειν τι συνέβαινεν ὡμίλει, ὡς καὶ ἐπὶ ταῖς
κακοπραγίαις συνάχθεσθαι κἄν, εἴ πού τι λυσιτελὲς ἀπαντῴη, συνευφραίνεσθαι"
29,Section6Sent2,.
30,Section7Sent1,"τάς τε γὰρ ἡδονὰς καὶ ἀηδίας ἀλλήλοις ἀναφέροντα διὰ τοῦ  ὁμοφώνου συνήδετο καὶ συναηδίζετο,   κἀκ τούτου τὸ ὁμοιότροπον καὶ
 ὁμοιοπαθὲς εὑρίσκετο, μέχριπερ κορεσθέντα τῆς τῶν παρόντων ἀγαθῶν
ἀφθονίας, ὃ πολλάκις γίνεσθαι φιλεῖ, πρὸς τὸν τῶν ἀνεφίκτων ἔρωτα
ἐξώκειλε καὶ περὶ ἀθανασίας ἐπρεσβεύετο γήρως ἔκλυσιν καὶ τὴν εἰς αἰεὶ
νεότητος ἀκμὴν αἰτούμενα, φάσκοντα καὶ τῶν παρ’ αὐτοῖς ἓν ἤδη ζῴων
τὸ ἑρπετόν, ὄφιν, τετυχηκέναι ταύτης τῆς δωρεᾶς·"
31,Section7Sent2,"ἀποδυόμενον γὰρ τὸ
 γῆρας πάλιν ἐξ ὑπαρχῆς ἀνηβᾶν·"
32,Section7Sent3,"ἄτοπον δ’ εἶναι ἢ τὰ κρείττω τοῦ
χείρονος ἢ ἑνὸς τὰ πάντα λειφθῆναι."
33,Section8Sent1,δίκην μέντοι τοῦ τολμήματος ἔδωκε τὴν προσήκουσαν·
34,Section8Sent2,"ἑτερόγλωττα γὰρ εὐθὺς ἐγένετο, ὡς ἐξ ἐκείνου
μηκέτ’ ἀλλήλων ἐπακοῦσαι δυνηθῆναι χάριν τῆς ἐν ταῖς διαλέκτοις, εἰς
ἃς ἡ μία καὶ κοινὴ πάντων ἐτμήθη, διαφορᾶς."
35,Section9Sent1,"ὁ δ’ ἐγγυτέρω  τἀληθοῦς προσάγων τὸν λόγον τὰ ἄλογα τῶν λογικῶν διέζευξεν, ὡς ἀνθρώποις μόνοις μαρτυρῆσαι τὸ ὁμόφωνον."
