,ID,StringText
0,Section1Sent1,"Ἐν μὲν τῇ πρὸ ταύτης συντάξει τὰ περὶ μισθῶν ὡς ἐνῆν
ἐπ’ ἀκριβείας διεξήλθομεν·"
1,Section1Sent2,"νυνὶ δὲ πρόκειται ζητεῖν,"
2,Section1Sent3,"τίς ὁ τῶν θείων
πραγμάτων κληρονόμος ἐστίν."
3,Section2Sent1,"ἐπειδὴ γὰρ θεσπισθέντος ὁ σοφὸς ἤκουσε λογίου τοιούτου· „ὁ μισθός σου πολὺς ἔσται σφόδρα”, πυνθάνεται
 φάσκων· „δέσποτα,"
4,Section2Sent2,τί μοι δώσεις;
5,Section2Sent3,ἐγὼ δὲ ἀπολύομαι ἄτεκνος.
6,Section2Sent4,"ὁ δὲ
υἱὸς Μασὲκ τῆς οἰκογενοῦς μου οὗτος Δαμασκὸς Ἐλιέζερ“, καὶ πάλιν
„ἐπειδὴ ἐμοὶ οὐκ ἔδωκας σπέρμα,"
7,Section2Sent5,"ὁ δὲ οἰκογενής μου κληρονομήσει με”
(Gen. 15, 1—3)."
8,Section3Sent1,"καίτοι τίς οὐκ ἂν τὸ τοῦ χρησμῳδοῦντος ἀξίωμα καὶ μέγεθος καταπλαγεὶς ἄφωνος καὶ ἀχανὴς ἐγένετο, καὶ εἰ μὴ διὰ
 δέος, ἀλλά τοι τῷ περιχαρεῖ;"
9,Section3Sent2,"ἐπιστομίζουσι γὰρ ὡς αἱ σφοδραὶ λῦπαι,
καὶ αἱ ὑπερβάλλουσαι χαραί."
10,Section4Sent1,"διὸ καὶ Μωυσῆς ἰσχνόφωνος ὁμολογεῖ καὶ βραδύγλωσσος γενέσθαι, ἀφ’ οὗ ἤρξατο ὁ θεὸς αὐτῷ διαλέγεσθαι"
11,Section4Sent2,"(Exod. 4, 10). καὶ ἀψευδής ἐστιν ἡ τοῦ προφήτου μαρτυρία·"
12,Section4Sent3,"τότε γὰρ
εἰκὸς τὸ μὲν φωνητήριον ὄργανον ἐπέχεσθαι,"
13,Section4Sent4,"τὸν δὲ κατὰ διάνοιαν
λόγον ἀρθρούμενον ἀνυποτάκτῳ φορᾷ χρῆσθαι, νοημάτων οὐ ῥημάτων
ἐπάλληλα κάλλη μετ’ εὐτρόχου καὶ ὑψηγόρου δυνάμεως φιλοσοφοῦντα."
14,Section5Sent1,"θαυμάσιοι δὲ ἀρεταὶ ἥ τε εὐτολμία καὶ ἡ ἐν τῷ δέοντι παρρησία πρὸς 
τοὺς ἀμείνους, ὡς καὶ τὸ κωμικὸν ἀψευδῶς μᾶλλον ἢ κωμικῶς εἰρῆσθαι
δοκεῖν"
15,Section5Sent2,"ἂν πάνθ’ ὁ δοῦλος ἡσυχάζειν μανθάνῃ,
πονηρὸς ἔσται· μεταδίδου παρρησίας."
16,Section5Sent3,πότε οὖν ἄγει παρρησίαν οἰκέτης πρὸς δεσπότην;
17,Section6Sent1,"ἆρ’ οὐχ ὅταν 
ἠδικηκότι μὲν ἑαυτῷ μηδὲν   συνειδῇ, πάντα δ’ ὑπὲρ τοῦ κεκτημένου
 καὶ λέγοντι καὶ πράττοντι;"
18,Section7Sent1,"πότε οὖν ἄξιον καὶ τὸν τοῦ θεοῦ δοῦλον
ἐλευθεροστομεῖν πρὸς τὸν ἑαυτοῦ τε καὶ τοῦ παντὸς ἡγεμόνα καὶ
δεσπότην ἢ ὅταν ἁμαρτημάτων καθαρεύῃ καὶ τὸ φιλοδέσποτον ἐκ τοῦ
συνειδότος κρίνῃ, πλείονι χαρᾷ χρώμενος ἐπὶ τῷ θεράπων θεοῦ γενέσθαι, 
ἢ εἰ τοῦ παντὸς ἀνθρώπων γένους ἐβασίλευσε τὸ γῆς ὁμοῦ καὶ
 θαλάττης ἀναψάμενος ἀκονιτὶ κράτος"
19,Section7Sent2,;
