,ID,StringText
0,Section1Sent1,"„Καὶ ἐξέβαλε τὸν Ἀδὰμ καὶ κατῴκισεν ἀπέναντι τοῦ παραδείσου 
τῆς τρυφῆς [καὶ ἔταξε] τὰ Χερουβὶμ καὶ τὴν φλογίνην ῥομφαίαν
τὴν στρεφομένην, φυλάσσειν τὴν ὁδὸν τοῦ ξύλου τῆς ζωῆς“"
1,Section1Sent2,"(Gen. 3, 24).
νῦν μὲν „ἐξέβαλε“ φησί,"
2,Section1Sent3,"πρότερον δ’ εἶπεν „ἐξαπέστειλεν“ (ib. 23),
οὐ παρέργως τὰ ὀνόματα θείς, ἀλλ’ εἰδὼς ἐφ’ ὧν κυρίως καὶ εὐθυβόλως 
  πραγμάτων αὐτὰ τάττει."
3,Section2Sent1,"ὁ μὲν οὖν ἀποστελλόμενος ἐπανόδου τυχεῖν
οὐ κεκώλυται,"
4,Section2Sent2,ὁ δ’ ἐκβληθεὶς ὑπὸ θεοῦ τὴν ἀίδιον φυγὴν ὑπομένει·
5,Section2Sent3,"τῷ
μὲν γὰρ μήπω κραταιῶς ὑπὸ κακίας καταληφθέντι δέδοται μετανοήσαντι
καθάπερ εἰς πατρίδα τὴν ἀρετὴν ἀφ’ ἧς ἐξέπεσε κατελθεῖν,"
6,Section2Sent4,"τὸν δὲ
πιεσθέντα καὶ ὑποβεβλημένον σφοδρᾷ καὶ ἀνιάτῳ νόσῳ φέρειν ἀνάγκη τὰ 
δεινὰ μέχρι τοῦ παντὸς αἰῶνος ἀθάνατα σκορακισθέντα εἰς ἀσεβῶν χῶρον,
 ἵν’ ἄκρατον καὶ συνεχῆ βαρυδαιμονίαν ὑπομένῃ"
7,Section2Sent5,·
8,Section3Sent1,"ἐπεὶ καὶ τὴν μέσην
παιδείαν τὴν ἐν τοῖς ἐγκυκλίοις χορεύουσαν ὁρῶμεν"
9,Section3Sent2,"Ἄγαρ δὶς μὲν ἐξιοῦσαν
ἀπὸ τῆς ἀρχούσης ἀρετῆς Σάρρας,"
10,Section3Sent3,"ἅπαξ δὲ τὴν προτέραν ὁδὸν ὑποστρέφουσαν,"
11,Section3Sent4,"ἣ τότε μὲν ἀποδρᾶσα, οὐ φυγαδευθεῖσα, κατάγεται"
12,Section3Sent5,"ὑπαντήσαντος ἀγγέλου, ὅς ἐστι θεῖος λόγος, εἰς τὸν δεσποτικὸν οἶκον (Gen.
16, 6 ss.),"
13,Section3Sent6,"αὖθις δὲ κατὰ τὸ παντελὲς ἀνεπάνακτος ἐκβάλλεται (Gen.
21, 14)."
14,Section4Sent1,"τὰς δὲ αἰτίας καὶ τοῦ προτέρου δρασμοῦ καὶ τῆς αὖθις ἀιδίου φυγῆς λεκτέον. μέχρι μὲν οὔπω μετωνομάσθησαν, ὅπερ ἦν μετεχαράχθησαν
 τοὺς ψυχῆς πρὸς τὸ ἄμεινον βελτιούμενοι χαρακτῆρας,"
15,Section4Sent2,"ἀλλ’ ἔτι
ἦν ὁ μὲν Ἀβρὰμ πατὴρ μετέωρος τὴν μετάρσιον τῶν κατὰ τὸν ἀέρα
συμβαινόντων καὶ τὴν μετέωρον τῶν κατὰ τὸν οὐρανὸν ὑπαρχόντων φιλοσοφίαν
μετιών, ἣν φυσιολογίας τὸ κράτιστον εἶδος ἀποτέτμηται μαθηματική,"
16,Section4Sent3,Σάρα δὲ σύμβολον ἀρχῆς ἐμῆς
17,Section4Sent4,— καλεῖται γὰρ ἀρχή μου —
18,Section5Sent1,γενικὴ μὲν οὐκ ἔφθη μεταβαλοῦσα ἀρετὴ γενέσθαι
19,Section5Sent2,"— γένος γὰρ πᾶν
ἄφθαρτον —, ταῖς δὲ ἐν μέρει καὶ κατ’ εἶδος ἐξητάζετο,"
20,Section5Sent3,"ἡ δὲ αὐτὴ
φρόνησίς τ’ ἦν ἐν ἐμοὶ καὶ σωφροσύνη καὶ ἀνδρεία καὶ δικαιοσύνη τὸν
αὐτὸν τρόπον,"
21,Section5Sent4,"φθαρταὶ δὲ αὗται, ὅτι καὶ τὸ δεξάμενον αὐτὰς χωρίον ἐγὼ
φθαρτός,"
22,Section5Sent5,"Ἄγαρ ἡ μέση καὶ ἐγκύκλιος παιδεία,"
23,Section6Sent1,"κἂν τὸν αὐστηρὸν καὶ  σκυθρωπὸν τῶν φιλαρέτων ἀποδρᾶναι βίον σπουδάσῃ, πάλιν ὑποστρέψει
πρὸς τὸν αὐτὸν μήπω τὰς γενικὰς καὶ ἀφθάρτους ἀκρότητας ἔχειν
δυνάμενον, ἀλλ’ ἔτι τῶν ἐν μέρει καὶ κατ’ εἶδος ἐφαπτόμενον, ἐν οἷς πρὸ
τῶν ἄκρων τὰ μέσα αἱρετά·"
24,Section7Sent1,"ὅταν δὲ ἤδη ὁ μὲν Ἀβρὰμ ἀντὶ φυσιολόγου γένηται σοφὸς καὶ φιλόθεος μετονομασθεὶς Ἀβραάμ, ὃς ἑρμηνεύεται
 πατὴρ   ἐκλεκτὸς ἠχοῦς"
25,Section7Sent2,"— ἠχεῖ μὲν γὰρ ὁ γεγωνὸς λόγος, πατὴρ
 δὲ τούτου ὁ νοῦς ἐπειλημμένος τοῦ σπουδαίου —, Σάρα δὲ ἀντὶ τῆς
ἀρχῆς μου γένηται Σάρρα, ἧς ἐστιν ἡ κλῆσις ἄρχουσα, ὅπερ ἦν ἴσον
τῷ ἀντὶ εἰδικῆς καὶ φθαρτῆς ἀρετῆς γενικὴν καὶ ἄφθαρτον γενέσθαι,"
26,Section7Sent3,"ἐπιλάμψῃ δὲ καὶ τὸ εὐδαιμονίας γένος, ὁ Ἰσαάκ,"
27,Section8Sent1,ἐκλιπόντων τὰ
28,Section8Sent2,"γυναικεῖα καὶ ἀποθανόντων τὰ πάθη χαρᾶς καὶ εὐφροσύνης, καὶ παιδιάς, οὐ
τὰς παίδων, ἀλλὰ τὰς θείας οὐκ ἄνευ σπουδῆς μεταδιώκων,"
29,Section8Sent3,"ἐκβληθήσεται μὲν τὰ ἐπώνυμα τῆς Ἄγαρ προπαιδεύματα,"
30,Section8Sent4,ἐκβληθήσεται δὲ
