,ID,StringText
0,Section1Sent1,"„Καὶ εἶπε Κάιν πρὸς Ἄβελ τὸν ἀδελφὸν αὐτοῦ Διέλθωμεν 
ἐπὶ τὸ πεδίον."
1,Section1Sent2,"καὶ ἐγένετο ἐν τῷ εἶναι αὐτοὺς ἐν τῷ πεδίῳ, ἀνέστη
Κάιν ἐπὶ Ἄβελ τὸν ἀδελφὸν αὐτοῦ καὶ ἀπέκτεινεν αὐτόν“"
2,Section1Sent3,"(Gen. 4, 8).
ὃ βούλεται ὁ Κάιν τοιοῦτόν ἐστιν, ἐκ προκλήσεως τὸν Ἄβελ εἰς συζήτησιν
ἀγαγὼν εἰκόσι καὶ πιθανοῖς σοφίσμασιν ἑλεῖν ἀνὰ κράτος·"
3,Section1Sent4,"τὸ γὰρ πεδίον, 
εἰς ὃ προτρέπεται παραγενέσθαι, σημεῖον ἁμίλλης καὶ διαμάχης εἶναί
 φαμεν ἀπὸ τῶν προφανῶν τεκμαιρόμενοι περὶ τῶν ἀδήλων."
4,Section2Sent1,"ὁρῶμεν γὰρ
τοὺς πλείστους τῶν ἀγώνων κατά τε πόλεμον καὶ κατ’ εἰρήνην ἐν πεδίοις
συνισταμένους·"
5,Section2Sent2,"ἐν εἰρήνῃ μὲν οὖν ὅσοι τοὺς γυμνικοὺς ἄθλους διαθλοῦσι,
στάδια καὶ λεωφόρα πεδία μεταδιώκουσι, κατὰ δὲ τὸν πόλεμον τὰς 
πεζομαχίας καὶ ἱππομαχίας οὐκ ἐν γεωλόφοις ἔθος ἐστὶ ποιεῖσθαι·"
6,Section2Sent3,"πλείους
γὰρ ἐκ τῆς ἀνεπιτηδειότητος τῶν χώρων αἱ βλάβαι, ὧν ἀντεπιφέρουσιν"
7,Section3Sent1,"ἀλλήλοις οἱ ἐχθροί, γένοιντ’ ἄν."
8,Section3Sent2,"σημεῖον δὲ μέγιστον, ὁ ἀσκητὴς
ἐπιστήμης τὴν ἐναντίαν διάθεσιν πολεμῶν ἀμαθίαν, ὅταν τὰς ἐν ψυχῇ
δυνάμεις ἀλόγους τρόπον τινὰ ποιμαίνῃ νουθετῶν καὶ σωφρονίζων, ἐν 
πεδίῳ θεωρεῖται·"
9,Section3Sent3,"„ἀποστείλας γὰρ Ἰακὼβ ἐκάλεσε Λείαν καὶ Ῥαχὴλ
εἰς τὸ πεδίον, οὗ τὰ ποίμνια“ (Gen. 31, 4), παριστὰς ἐναργῶς ὅτι
 φιλονεικίας σημεῖον τὸ πεδίον   ἐστί."
10,Section3Sent4,καλεῖ δὲ αὐτὰς διὰ τί;
11,Section4Sent1,„ὁρῶ
12,Section4Sent2,"τὸ πρόσωπον τοῦ πατρὸς ὑμῶν“ ἔφη „ὅτι οὐκ ἔστι πρὸς ἐμὲ ὡς ἐχθὲς
καὶ τρίτην ἡμέραν·"
13,Section4Sent3,"ὁ δὲ θεὸς τοῦ πατρός μου ἦν μετ’ ἐμοῦ“ (Gen.
31, 5). διὰ τοῦτο γάρ, εἴποιμ’ ἄν, ὁ Λάβαν οὐκ ἔστι πρὸς σοῦ, ὅτι
μετὰ σοῦ ὁ θεός·"
14,Section4Sent4,"ἐν ᾗ μὲν γὰρ ψυχῇ τὸ ἐκτὸς αἰσθητὸν ὡς μέγιστον
 ἀγαθὸν τετίμηται, ἐν ταύτῃ λόγος ἀστεῖος οὐχ εὑρίσκεται·"
15,Section4Sent5,"ᾗ δ’ ἐμπεριπατεῖ
ὁ θεός, τὸ ἐκτὸς αἰσθητὸν ἀγαθὸν οὐχ ὑπείληπται, καθ’ ὃ νενόηται
καὶ προσηγόρευται Λάβαν."
16,Section5Sent1,"καὶ ὅσοι δὲ ἐν μέρει λόγου τοῦ προκόπτοντος κατὰ τὸν πατέρα κοσμοῦνται, τὰς ψυχῆς ἀλόγους φορὰς μεταδιδάσκουσιν
ἐκλεξάμενοι ἐπιτήδειον τόπον τὸ πεδίον."
17,Section5Sent2,"λέγεται γὰρ τῷ Ἰωσήφ· „οὐχ
 οἱ ἀδελφοί σου ποιμαίνουσιν ἐν Συχέμ;"
18,Section5Sent3,δεῦρο ἀποστείλω σε πρὸς αὐτούς.
19,Section5Sent4,ὁ δὲ εἶπεν
20,Section5Sent5,Ἰδοὺ ἐγώ.
21,Section5Sent6,εἶπε δὲ αὐτῷ
22,Section5Sent7,"Πορευθεὶς ἴδε, εἰ ὑγιαίνουσιν οἱ
ἀδελφοί σου καὶ τὰ πρόβατα, καὶ ἀνάγγειλόν μοι. καὶ ἀπέστειλεν αὐτὸν
ἐκ τῆς κοιλάδος τῆς Χεβρών, καὶ ἦλθεν εἰς Συχέμ. καὶ εὗρεν αὐτὸν
ἄνθρωπος πλανωμένων ἐν τῷ πεδίῳ·"
23,Section5Sent8,ἠρώτησε δὲ αὐτὸν ὁ ἄνθρωπος
24,Section5Sent9,Τί ζητεῖς;
25,Section5Sent10,ὁ δὲ εἶπε
