,ID,StringText
0,Book1Section1Sent1,And the heaven and the earth and all their world was completed.
1,Book1Section1Sent2,"Having previously related the creation of the mind and of sense, Moses now proceeds to describe the perfection which was brought about by them both."
2,Book1Section1Sent3,"And he says that neither the indivisible mind nor the particular sensations received perfection, but only ideas, one the idea of the mind, the other of sensation."
3,Book1Section1Sent4,"And, speaking symbolically, he calls the mind heaven, since the natures which can only be comprehended by the intellect are in heaven."
4,Book1Section1Sent5,"And sensation he calls earth, because it is sensation which has obtained a corporeal and somewhat earthy constitution."
5,Book1Section1Sent6,"The ornaments of the mind are all the incorporeal things, which are perceptible only by the intellect."
6,Book1Section1Sent7,"Those of sensation are the corporeal things, and everything in short which is perceptible by the external senses."
7,Book1Section2Sent1,And on the sixth day God finished his work which he had made.
8,Book1Section2Sent2,"It would be a sign of great simplicity to think that the world was created in six days, or indeed at all in time; because all time is only the space of days and nights, and these things the motion of the sun as he passes over the earth and under the earth does necessarily make."
9,Book1Section2Sent3,"But the sun is a portion of heaven, so that one must confess that time   is a thing posterior to the world."
10,Book1Section2Sent4,"Therefore it would be correctly said that the world was not created in time, but that time had its existence in consequence of the world."
11,Book1Section2Sent5,For it is the motion of the heaven that has displayed the nature of time.
12,Book1Section3Sent1,"When, therefore, Moses says, God completed his works on the sixth day, we must understand that he is speaking not of a number of days, but that he takes six as a perfect number."
13,Book1Section3Sent2,"Since it is the first number which is equal in its parts, in the half, and the third and sixth parts, and since it is produced by the multiplication of two unequal factors, two and three."
14,Book1Section3Sent3,And the numbers two and three exceed the incorporeality which exists in the unit; because the number two is an image of matter being divided into two parts and dissected like matter.
15,Book1Section3Sent4,"And the number three is an image of a solid body, because a solid can be divided according to a threefold division."
16,Book1Section4Sent1,Not but what it is also akin to the motions of organic animals.
17,Book1Section4Sent2,"For an organic body is naturally capable of motion in six directions, forward, backwards, upwards, downwards, to the right, and to the left."
18,Book1Section4Sent3,"And at all events he desires to show that the races of mortal, and also of all the immortal beings, exist according to their appropriate numbers; measuring mortal beings, as I have said, by the number six, and the blessed and immortal beings by the number seven."
19,Book1Section5Sent1,"First, therefore, having desisted from the creation of mortal creatures on the seventh day, he began the formation of other and more divine beings."
20,Book1Section5Sent2,"For God never ceases from making something or other; but, as it is the property of fire to burn, and of snow to chill, so also it is the property of God to be creating."
21,Book1Section5Sent3,"And much more so, in proportion as he himself is to all other beings the author of their working."
22,Book1Section6Sent1,"Therefore the expression, he caused to rest, is very appropriately employed here, not he rested."
