,ID,StringText
0,Section1Sent1,"Ἐσσαίων πέρι διαλεχθείς, οἳ τὸν πρακτικὸν ἐζήλωσαν καὶ
διεπόνησαν βίον ἐν ἅπασιν ἢ — τὸ γοῦν φορητότερον εἰπεῖν — τοῖς
πλείστοις μέρεσι διενεγκόντες, αὐτίκα καὶ περὶ τῶν θεωρίαν ἀσπασαμένων
ἀκολουθίᾳ τῆς πραγματείας ἑπόμενος τὰ προσήκοντα λέξω, μηδὲν
οἴκοθεν ἕνεκα τοῦ βελτιῶσαι προστιθείς, ὃ δρᾶν ἔθος ἐν σπάνει καλῶν 
ἐπιτηδευμάτων ἅπασι τοῖς ποιηταῖς καὶ λογογράφοις, ἀλλ’ ἀτεχνῶς αὐτῆς
περιεχόμενος τῆς ἀληθείας, πρὸς ἣν οἶδ’ ὅτι καὶ ὁ δεινότατος εἰπεῖν
ἀπαγορεύσει."
1,Section1Sent2,διαθλητέον δὲ ὅμως καὶ διαγωνιστέον·
2,Section1Sent3,"οὐ γὰρ δεῖ τὸ
μέγεθος τῆς τῶν ἀνδρῶν ἀρετῆς αἴτιον ἀφωνίας γενέσθαι τοῖς μηδὲν
 καλὸν ἡσυχάζεσθαι δικαιοῦσιν."
3,Section2Sent1,"ἡ δὲ προαίρεσις τῶν φιλοσόφων εὐθὺς 
ἐμφαίνεται διὰ τῆς προσρήσεως·"
4,Section2Sent2,θεραπευταὶ γὰρ καὶ θεραπευτρίδες
5,Section2Sent3,"ἐτύμως καλοῦνται, ἤτοι παρόσον ἰατρικὴν ἐπαγγέλλονται κρείσσονα τῆς
κατὰ πόλεις"
6,Section2Sent4,—
7,Section2Sent5,"ἡ μὲν γὰρ σώματα θεραπεύει μόνον,"
8,Section2Sent6,"ἐκείνη δὲ καὶ
ψυχὰς νόσοις κεκρατημένας χαλεπαῖς τε καὶ δυσιάτοις, ἃς ἐγκατέσκηψαν
ἡδοναὶ καὶ ἐπιθυμίαι καὶ λῦπαι καὶ φόβοι πλεονεξίαι τε καὶ ἀφροσύναι
 καὶ ἀδικίαι καὶ τὸ τῶν ἄλλων παθῶν καὶ κακιῶν ἀνήνυτον πλῆθος —
 ἢ παρόσον ἐκ φύσεως καὶ τῶν ἱερῶν νόμων   ἐπαιδεύθησαν θεραπεύειν
τὸ ὄν, ὃ καὶ ἀγαθοῦ κρεῖττόν ἐστι καὶ ἑνὸς εἰλικρινέστερον καὶ μονάδος
ἀρχεγονώτερον. οἷς τίνας συγκρίνειν ἄξιον τῶν ἐπαγγελλομένων εὐσέβειαν"
9,Section2Sent7,;
10,Section3Sent1,"ἆρά γε τοὺς τὰ στοιχεῖα τιμῶντας, γῆν, ὕδωρ, ἀέρα, πῦρ; οἷς καὶ
 ἐπωνυμίας ἔθεντο ἑτέρας ἕτεροι, τὸ μὲν πῦρ Ἥφαιστον παρὰ τὴν ἔξαψιν,
οἶμαι, καλοῦντες, Ἥραν δὲ τὸν ἀέρα παρὰ τὸ αἴρεσθαι καὶ μετεωρίζεσθαι
πρὸς ὕψος,"
11,Section3Sent2,"τὸ δὲ ὕδωρ Ποσειδῶνα τάχα που διὰ τὸ ποτόν,"
12,Section3Sent3,"τὴν δὲ γῆν
Δήμητραν, παρόσον μήτηρ εἶναι δοκεῖ πάντων φυτῶν τε καὶ ζῴων."
13,Section4Sent1,"ἀλλὰ τὰ μὲν ὀνόματα σοφιστῶν ἐστιν εὑρήματα,"
14,Section4Sent2,"τὰ δὲ στοιχεῖα ἄψυχος  ὕλη καὶ ἐξ ἑαυτῆς ἀκίνητος, ὑποβεβλημένη τῷ τεχνίτῃ πρὸς ἁπάσας
σχημάτων καὶ ποιοτήτων ἰδέας."
15,Section5Sent1,"ἀλλὰ τοὺς τὰ ἀποτελέσματα, ἥλιον, σελήνην ἢ τοὺς ἄλλους ἀστέρας πλάνητας ἢ ἀπλανεῖς ἢ τὸν σύμπαντα
οὐρανόν τε καὶ κόσμον;"
16,Section5Sent2,"ἀλλὰ καὶ ταῦτα οὐκ ἐξ ἑαυτῶν γέγονεν, ἀλλ’
ὑπό τινος δημιουργοῦ τελειοτάτου τὴν ἐπιστήμην. ἀλλὰ τοὺς ἡμιθέους"
17,Section5Sent3,;
18,Section6Sent1,ἦ τοῦτό γε καὶ χλεύης ἄξιον·
19,Section6Sent2,"πῶς γὰρ ἂν ὁ αὐτὸς ἀθάνατός τε καὶ
θνητὸς εἴη; δίχα τοῦ καὶ τὴν ἀρχὴν τῆς τούτων γενέσεως ἐπίληπτον
εἶναι, μειρακιώδους ἀκρασίας ἀνάπλεων, ἣν τολμῶσιν οὐκ εὐαγῶς"
20,Section6Sent3,"προσάπτειν ταῖς μακαρίαις καὶ θείαις δυνάμεσιν, εἰ γυναιξὶ θνηταῖς ἐπιμανέντες
 ὡμίλησαν οἱ παντὸς πάθους ἀμέτοχοι καὶ τρισευδαίμονες."
21,Section7Sent1,"ἀλλὰ
τοὺς τὰ ξόανα καὶ ἀγάλματα; ὧν αἱ οὐσίαι λίθοι καὶ ξύλα, τὰ μέχρι πρὸ
μικροῦ τελείως ἄμορφα, λιθοτόμων καὶ δρυοτόμων τῆς συμφυΐας αὐτὰ
διακοψάντων, ὧν τὰ ἀδελφὰ μέρη καὶ συγγενῆ λουτροφόροι γεγόνασι καὶ 
ποδόνιπτρα καὶ ἄλλα ἄττα τῶν ἀτιμοτέρων, ἃ πρὸς τὰς ἐν σκότῳ χρείας
 ὑπηρετεῖ μᾶλλον ἢ τὰς ἐν φωτί."
22,Section8Sent1,"τῶν μὲν γὰρ παρ’ Αἰγυπτίοις οὐδὲ
μεμνῆσθαι καλόν, οἳ ζῷα ἄλογα καὶ οὐχ ἥμερα μόνον ἀλλὰ καὶ θηρίων
τὰ ἀγριώτατα παραγηόχασιν εἰς θεῶν τιμὰς ἐξ ἑκάστου τῶν κάτω σελήνης,
χερσαίων μὲν λέοντα, ἐνύδρων δὲ τὸν ἐγχώριον κροκόδειλον,"
23,Section8Sent2,"ἀεροπόρων 
 δὲ ἴκτινον καὶ τὴν Αἰγυπτίαν ἶβιν."
24,Section9Sent1,"καὶ ταῦτα ὁρῶντες γεννώμενα καὶ
τροφῆς χρείαν ἔχοντα καὶ περὶ ἐδωδὴν ἄπληστα καὶ μεστὰ περιττωμάτων
ἰοβόλα τε καὶ ἀνθρωποβόρα καὶ νόσοις ἁλωτὰ παντοίαις καὶ οὐ μόνον
θανάτῳ τῷ κατὰ φύσιν ἀλλὰ καὶ βιαίῳ πολλάκις διαφθειρόμενα προσκυνοῦσιν,
οἱ ἥμεροι τὰ ἀνήμερα καὶ ἀτίθασα καὶ οἱ λογικοὶ τὰ ἄλογα καὶ 
οἱ συγγένειαν ἔχοντες πρὸς τὸ θεῖον τὰ μηδ’ ἂν Θερσίτῃσι   συγκριθέντα,
οἱ ἄρχοντες καὶ δεσπόται τὰ ὑπήκοα φύσει καὶ δοῦλα."
25,Section10Sent1,"Ἀλλ’ οὗτοι μέν, ἐπειδήπερ οὐ τοὺς ὁμοφύλους μόνον ἀλλὰ
καὶ τοὺς πλησιάζοντας ἀναπιμπλᾶσι φλυαρίας, ἀθεράπευτοι διατελείτωσαν
ὄψιν, τὴν ἀναγκαιοτάτην τῶν αἰσθήσεων, πεπηρωμένοι·"
26,Section10Sent2,"λέγω δὲ οὐ τὴν 
σώματος, ἀλλὰ τὴν ψυχῆς, ᾗ τὸ ἀληθὲς καὶ τὸ ψεῦδος μόνῃ γνωρίζεται."
27,Section11Sent1,"τὸ δὲ θεραπευτικὸν γένος βλέπειν ἀεὶ προδιδασκόμενον τῆς τοῦ ὄντος θέας ἐφιέσθω καὶ τὸν αἰσθητὸν ἥλιον ὑπερβαινέτω καὶ μηδέποτε τὴν
τάξιν ταύτην λειπέτω πρὸς τελείαν ἄγουσαν εὐδαιμονίαν."
28,Section12Sent1,"οἱ δὲ ἐπὶ θεραπείαν ἰόντες οὔτε ἐξ ἔθους οὔτε ἐκ παραινέσεως ἢ παρακλήσεώς
 τινων, ἀλλ’ ὑπ’ ἔρωτος ἁρπασθέντες οὐρανίου, καθάπερ οἱ βακχευόμενοι
καὶ κορυβαντιῶντες ἐνθουσιάζουσι, μέχρις ἂν τὸ ποθούμενον ἴδωσιν."
29,Section13Sent1,"εἶτα διὰ τὸν τῆς ἀθανάτου καὶ μακαρίας ζωῆς ἵμερον τετελευτηκέναι νομίζοντες ἤδη τὸν θνητὸν βίον ἀπολείπουσι τὰς οὐσίας υἱοῖς ἢ θυγατράσιν
εἴτε καὶ ἄλλοις συγγενέσιν, ἑκουσίῳ γνώμῃ προκληρονομούμενοι,"
30,Section13Sent2,"οἷς
 δὲ μὴ συγγενεῖς εἰσιν, ἑταίροις καὶ φίλοις·"
31,Section13Sent3,"ἔδει γὰρ τοὺς τὸν βλέποντα
πλοῦτον ἐξ ἑτοίμου λαβόντας τὸν τυφλὸν παραχωρῆσαι τοῖς ἔτι τὰς διανοίας
τυφλώττουσιν."
32,Section14Sent1,"Ἀναξαγόραν καὶ Δημόκριτον Ἕλληνες ᾄδουσιν, ὅτι φιλοσοφίας ἱμέρῳ πληχθέντες μηλοβότους εἴασαν γενέσθαι τὰς οὐσίας·
ἄγαμαι τοὺς ἄνδρας καὶ αὐτὸς γενομένους χρημάτων κρείττονας. ἀλλὰ
 πόσῳ βελτίονες οἱ μὴ θρέμμασιν ἐμβόσκεσθαι τὰς κτήσεις ἀνέντες, ἀλλὰ
τὰς ἀνθρώπων ἐνδείας, συγγενῶν ἢ φίλων, ἐπανορθωσάμενοι καὶ ἐξ ἀπόρων
εὐπόρους ἀποφήναντες;"
33,Section14Sent2,"ἐκεῖνο μὲν γὰρ ἀπερίσκεπτον — ἵνα μὴ μανιῶδες
ἐπ’ ἀνδρῶν, οὓς ἡ Ἑλλὰς ἐθαύμασεν, εἴπω τὸ ἔργον"
34,Section14Sent3,"—, τοῦτο
δὲ νηφάλιον καὶ μετὰ φρονήσεως ἠκριβωμένον περιττῆς."
35,Section15Sent1,οἱ πολέμιοι
36,Section15Sent2,"τί πλέον δρῶσιν ἢ κείρουσι καὶ δενδροτομοῦσι τὴν τῶν ἀντιπάλων χώραν,
ἵνα σπάνει τῶν ἀναγκαίων πιεσθέντες ἐνδῶσι;"
37,Section15Sent3,"τοῦτο οἱ περὶ Δημόκριτον
τοῖς ἀφ’ αἵματος εἰργάσαντο χειροποίητον ἔνδειαν καὶ πενίαν αὐτοῖς κατασκευάσαντες,
οὐκ ἐξ ἐπιβουλῆς ἴσως, ἀλλὰ τῷ μὴ προϊδέσθαι καὶ περιαθρῆσαι
 τὸ τοῖς ἄλλοις συμφέρον."
38,Section16Sent1,"πόσῳ δὴ κρείττους οὗτοι καὶ θαυμασιώτεροι, 
χρησάμενοι μὲν οὐκ ἐλάττοσι ταῖς πρὸς φιλοσοφίαν ὁρμαῖς,"
39,Section16Sent2,"μεγαλόνοιαν δὲ ὀλιγωρίας προτιμήσαντες καὶ χαρισάμενοι τὰς οὐσίας,
ἀλλὰ μὴ διαφθείραντες, ἵνα καὶ ἑτέρους καὶ ἑαυτοὺς ὠφελήσωσι,   τοὺς
μὲν ἐν ἀφθόνοις περιουσίαις, ἑαυτοὺς δὲ ἐν τῷ φιλοσοφεῖν;"
40,Section16Sent3,"αἱ γὰρ
χρημάτων καὶ κτημάτων ἐπιμέλειαι τοὺς χρόνους ἀναλίσκουσι·"
41,Section16Sent4,"χρόνου 
δὲ φείδεσθαι καλόν, ἐπειδὴ κατὰ τὸν ἰατρὸν Ἱπποκράτην „ὁ μὲν βίος
 βραχύς, ἡ δὲ τέχνη μακρή.“"
42,Section17Sent1,"τοῦτό μοι δοκεῖ καὶ Ὅμηρος αἰνίξασθαι
ἐν Ἰλιάδι κατὰ τὴν ἀρχὴν τῆς τρισκαιδεκάτης ῥαψῳδίας διὰ τούτων
τῶν ἐπῶν·"
43,Section17Sent2,"„Μυσῶν τ’ ἀγχεμάχων καὶ ἀγαυῶν Ἱππημολγῶν, 
γλακτοφάγων ἀβίων τε, δικαιοτάτων ἀνθρώπων,“"
44,Section17Sent3,"ὡς τῆς μὲν περὶ βίον σπουδῆς καὶ χρηματισμὸν ἀδικίαν γεννώσης διὰ τὸ
ἄνισον, δικαιοσύνην δὲ τῆς ἐναντίας προαιρέσεως ἕνεκα ἰσότητος, καθ’ ἣν
ὁ τῆς φύσεως πλοῦτος ὥρισται καὶ παρευημερεῖ τὸν ἐν ταῖς κεναῖς δόξαις."
45,Section17Sent4,"ὅταν οὖν ἐκστῶσι τῶν οὐσιῶν,"
