,ID,StringText
0,Section1Sent1,"Τῶν ἱερῶν νόμων ἐν πέντε βίβλοις ἀναγραφέντων ἡ πρώτη
 καλεῖται καὶ ἐπιγράφεται Γένεσις ἀπὸ τῆς τοῦ κόσμου γενέσεως, ἣν ἐν
ἀρχῇ περιέχει, λαβοῦσα τὴν πρόσρησιν, καίτοι μυρίων ἄλλων ἐμφερομένων πραγμάτων, ὅσα κατ’ εἰρήνην ἢ πόλεμον ἢ φορὰς καὶ ἀφορίας
ἢ λιμὸν καὶ εὐθηνίαν ἢ τὰς μεγίστας τῶν ἐπὶ γῆς φθορὰς διὰ πυρὸς
καὶ ὕδατος ἢ τοὐναντίον γενέσεις καὶ εὐτροφίας ζῴων καὶ φυτῶν κατὰ
 τὴν ἀέρος καὶ τῶν ἐτησίων ὡρῶν εὐκρασίαν καὶ ἀνδρῶν τῶν μὲν ἀρετῇ"
1,Section2Sent1,"τῶν δὲ κακίᾳ συμβιωσάντων· ἀλλ’ ἐπεὶ τούτων τὰ μέν ἐστι τοῦ κόσμου μέρη, τὰ δὲ παθήματα,"
2,Section2Sent2,"τελειότατον δὲ καὶ πληρέστατον ὁ κόσμος, αὐτῷ
τὴν ὅλην βίβλον ἀνέθηκεν."
3,Section2Sent3,"ὃν μὲν οὖν τρόπον ἡ κοσμοποιία διατέτακται,
 διὰ τῆς προτέρας συντάξεως, ὡς οἷόν τε   ἦν, ἠκριβώσαμεν."
4,Section3Sent1,ἐπεὶ δὲ
5,Section3Sent2,"τοὺς νόμους κατὰ τὸ ἑξῆς καὶ ἀκόλουθον ἀναγκαῖον διερευνᾶσθαι, τῶν
ἐπὶ μέρους καὶ ὡς ἂν εἰκόνων ὑπέρθεσιν ποιησάμενοι τοὺς καθολικωτέρους
 καὶ ὡς ἂν ἀρχετύπους προτέρους διερευνήσωμεν."
6,Section4Sent1,"οὗτοι δέ εἰσιν ἀνδρῶν
οἱ ἀνεπιλήπτως καὶ καλῶς βιώσαντες, ὧν τὰς ἀρετὰς ἐν ταῖς ἱερωτάταις
ἐστηλιτεῦσθαι γραφαῖς συμβέβηκεν, οὐ πρὸς τὸν ἐκείνων ἔπαινον αὐτὸ 
μόνον, ἀλλὰ καὶ ὑπὲρ τοῦ τοὺς ἐντυγχάνοντας προτρέψασθαι καὶ ἐπὶ τὸν
ὅμοιον ζῆλον ἀγαγεῖν."
7,Section4Sent2,"οἱ γὰρ ἔμψυχοι καὶ λογικοὶ νόμοι ἄνδρες ἐκεῖνοι
γεγόνασιν, οὓς δυοῖν χάριν ἐσέμνυνεν· ἑνὸς μὲν βουλόμενος ἐπιδεῖξαι,
 ὅτι τὰ τεθειμένα διατάγματα  τῆς φύσεως οὐκ ἀπᾴδει,"
8,Section5Sent1,"δευτέρου δὲ ὅτι
οὐ πολὺς πόνος τοῖς ἐθέλουσι κατὰ τοὺς κειμένους νόμους ζῆν,  ὁπότε 
καὶ ἀγράφῳ τῇ νομοθεσίᾳ, πρίν τι τὴν ἀρχὴν ἀναγραφῆναι τῶν ἐν μέρει,
ῥᾳδίως"
9,Section5Sent2,"καὶ εὐπετῶς ἐχρήσαντο οἱ πρῶτοι· ὡς δεόντως ἄν τινα φάναι,
τοὺς τεθέντας νόμους μηδὲν ἄλλ’ ἢ ὑπομνήματα εἶναι βίου τῶν παλαιῶν,
 ἀρχαιολογοῦντας ἔργα καὶ λόγους, οἷς ἐχρήσαντο."
10,Section6Sent1,"ἐκεῖνοι γὰρ οὔτε
γνώριμοι καὶ φοιτηταὶ γενόμενοί τινων οὔτε παρὰ διδασκάλοις ἃ χρὴ 
πράττειν καὶ λέγειν ἀναδιδαχθέντες,"
11,Section6Sent2,"αὐτήκοοι δὲ καὶ αὐτομαθεῖς, ἀκολουθίαν φύσεως ἀσπασάμενοι, τὴν φύσιν αὐτήν, ὅπερ ἐστὶ πρὸς ἀλήθειαν,
πρεσβύτατον θεσμὸν εἶναι ὑπολαβόντες ἅπαντα τὸν βίον ηὐνομήθησαν,"
