,ID,StringText
0,Section1Sent1,"„Καὶ μετ’ ἐκεῖνο„ φησίν „ὡς ἂν εἰσεπορεύοντο οἱ ἄγγελοι
τοῦ θεοῦ πρὸς τὰς θυγατέρας τῶν ἀνθρώπων, καὶ ἐγέννων αὑτοῖς„
(Gen. 6, 4). οὐκοῦν ἄξιον σκέψασθαι,"
1,Section1Sent2,τίνα ἔχει λόγον τὸ „μετ’ ἐκεῖνο„.
2,Section1Sent3,ἔστι τοίνυν ἀναφορὰ δεικνύουσά τι τῶν προειρημένων ἐναργέστερον.
3,Section2Sent1,"προείρηται δὲ περὶ θείου πνεύματος, ὃ καταμεῖναι μέχρι τοῦ παντὸς 
αἰῶνος ἐν πολυσχιδεῖ"
4,Section2Sent2,"καὶ πολυμόρφῳ ψυχῇ σαρκῶν ὄχλον βαρύτατον
ἄχθος ἀνημμένῃ δυσεργότατον εἶπεν εἶναι."
5,Section2Sent3,"μετ’ ἐκεῖνο δὴ   τὸ πνεῦμα
 οἱ ἄγγελοι πρὸς τὰς θυγατέρας τῶν ἀνθρώπων εἰσίασιν."
6,Section3Sent1,"ἕως μὲν γὰρ
ἐλλάμπουσι τῇ ψυχῇ καθαραὶ φρονήσεως αὐγαί, δι’ ὧν τὸν θεὸν καὶ
τὰς αὐτοῦ δυνάμεις ὁρᾷ ὁ σοφός, οὐδεὶς τῶν ψευδαγγελούντων ἐπεισέρχεται τῷ λογισμῷ, ἀλλ’ ἔξω περιρραντηρίων ἅπαντες εἴργονται·"
7,Section3Sent2,"ὅταν δὲ
ἀμυδρωθὲν ἐπισκιασθῇ τὸ διανοίας φῶς, οἱ τοῦ σκότους ἑταῖροι παρευημερήσαντες πάθεσι τοῖς κατεαγόσι καὶ τεθηλυμμένοις, ἃς θυγατέρας εἴρηκεν ἀνθρώπων, συνέρχονται καὶ γεννῶσιν ἑαυτοῖς, οὐ τῷ θεῷ."
8,Section4Sent1,"τὰ μὲν γὰρ
οἰκεῖα τοῦ θεοῦ γεννήματα αἱ ὁλόκληροι ἀρεταί, τὰ δὲ συγγενῆ φαύλων"
9,Section4Sent2,αἱ ἀνάρμοστοι κακίαι.
10,Section4Sent3,"μάθε δ’, εἰ θέλεις, ὦ διάνοια, τὸ μὴ ἑαυτῇ
γεννᾶν οἷόν ἐστι παρὰ Ἀβραὰμ τοῦ τελείου, ὃς τὸ ἀγαπητὸν καὶ μόνον
τῆς ψυχῆς ἔγγονον γνήσιον, τῆς αὐτομαθοῦς σοφίας εἰκόνα ἐναργεστάτην,
ἐπίκλησιν Ἰσαάκ, ἀνάγει θεῷ καὶ ἀποδίδωσι μετὰ πάσης εὐθυμίας ἀναγκαῖον
 καὶ ἁρμόττον χαριστήριον συμποδίσας, ὥς φησιν ὁ νόμος (Gen. 22,2.9),
τὸ καινουργηθὲν ἱερεῖον, ἤτοι παρ’ ὅσον ἐπ’ οὐδενὸς θνητοῦ βαίνειν ἅπαξ
ἐπιθειάσας ἠξίου, ἢ παρ’ ὅσον ἀνίδρυτον καὶ ἄστατον κατεῖδε τὴν γένεσιν,
ὅτε τὴν περὶ τὸ ὂν ἀνενδοίαστον ἔγνω βεβαιότητα, ᾗ λέγεται
πεπιστευκέναι (Gen. 15,6)."
11,Section5Sent1,"τούτου γίνεται μαθητρὶς καὶ διάδοχος  Ἄννα, τῆς τοῦ θεοῦ δώρημα σοφίας·"
12,Section5Sent2,ἑρμηνεύεται γὰρ χάρις αὐτῆς.
13,Section5Sent3,"ἐπειδὴ γὰρ ἐγκύμων ἐγένετο παραδεξαμένη θείας γονὰς καὶ τελεσφόροις
ἐχρήσατο ὠδῖσι, τὸν τεταγμένον ἐν τῇ τοῦ θεοῦ τάξει τρόπον ἀποκυήσασα,
ὃν ἐπεφήμισε Σαμουήλ"
14,Section5Sent4,"— καλεῖται δ’ ἑρμηνευθεὶς τεταγμένος θεῷ —,
λαβοῦσα ἀνταποδίδωσι τῷ δόντι μηδὲν ἴδιον ἑαυτῆς κρίνουσα ἀγαθόν, ὃ
 μὴ χάρις ἐστὶ θεία."
15,Section6Sent1,"λέγει γὰρ ἐν τῇ πρώτῃ τῶν βασιλειῶν αὕτη τὸν τρόπον τοῦτον· „δίδωμί σοι αὐτὸν δοτόν“ (I Reg. 1,28), ἐν ἴσῳ τῷ
δοτὸν ὄντα, ὥστ’ εἶναι „τὸν δεδομένον δίδωμι“, κατὰ τὸ ἱερώτατον
Μωυσέως γράμμα τοῦτο· „τὰ δῶρά μου, δόματά μου, καρπώματά μου
διατηρήσετε προσφέρειν ἐμοί“"
16,Section7Sent1,"(Num. 28,2.)"
17,Section7Sent2,τίνι γὰρ εὐχαριστητέον
18,Section7Sent3,ἄλλῳ πλὴν θεῷ;
19,Section7Sent4,διὰ τίνων δὲ ὅτι μὴ διὰ τῶν ὑπ’ αὐτοῦ δοθέντων;
20,Section7Sent5,οὐδὲ γὰρ ἄλλων εὐπορῆσαι δυνατόν.
21,Section7Sent6,"χρεῖος δ’ οὐδενὸς ὢν κελεύει
προσφέρειν αὑτῷ τὰ ἑαυτοῦ δι’ ὑπερβολὴν τῆς πρὸς τὸ γένος ἡμῶν
εὐεργεσίας·"
22,Section7Sent7,"μελετήσαντες γὰρ εὐχαριστητικῶς ἔχειν καὶ τιμητικῶς αὐτοῦ
καθαρεύσομεν ἀδικημάτων ἐκνιψάμενοι τὰ καταρρυπαίνοντα τὸν βίον ἔν 
 τε λόγοις καὶ ἐννοίαις καὶ ἔργοις."
23,Section8Sent1,"καὶ γὰρ εὔηθες εἰς μὲν τὰ ἱερὰ   μὴ
ἐξεῖναι βαδίζειν, ὃς ἂν μὴ πρότερον λουσάμενος φαιδρύνηται τὸ σῶμα,"
24,Section8Sent2,"εὔχεσθαι δὲ καὶ θύειν ἐπιχειρεῖν ἔτι κεκηλιδωμένῃ καὶ πεφυρμένῃ
διανοίᾳ. καίτοι τὰ μὲν ἱερὰ λίθων καὶ ξύλων ἀψύχου τῆς ὕλης
πεποίηται, καθ’ αὑτὸ δὲ καὶ τὸ σῶμα ἄψυχον· ἀλλ’ ὅμως ὂν 
ἄψυχον ἀψύχων οὐ προσάψεται μὴ περιρραντηρίοις καὶ καθαρσίοις ἁγνευτικοῖς
χρησάμενον,"
25,Section8Sent3,"ὑπομενεῖ δέ τις τῷ θεῷ προσελθεῖν ἀκάθαρτος ὢν
ψυχὴν τὴν ἑαυτοῦ τῷ καθαρωτάτῳ, καὶ ταῦτα μὴ μέλλων μετανοήσειν"
26,Section8Sent4,;
27,Section9Sent1,"ὁ μὲν γὰρ πρὸς τῷ μηδὲν ἐπεξεργάσασθαι κακὸν καὶ τὰ παλαιὰ ἐκνίψασθαι
δικαιώσας γεγηθὼς προσίτω,"
28,Section9Sent2,"ὁ δ’ ἄνευ τούτων δυσκάθαρτος ὢν 
ἀφιστάσθω·"
29,Section9Sent3,λήσεται γὰρ οὐδέποτε τὸν τὰ ἐν μυχοῖς τῆς διανοίας
30,Section10Sent1,ὁρῶντα καὶ τοῖς ἀδύτοις αὐτῆς ἐμπεριπατοῦντα.
31,Section10Sent2,"τῆς μέντοι θεοφιλοῦς
ψυχῆς δεῖγμα ἐναργέστατόν ἐστι καὶ τὸ ᾆσμα, ἐν ᾧ περιέχεται
τὸ „στεῖρα ἔτεκεν ἑπτά,"
32,Section10Sent3,"ἡ δὲ πολλὴ ἐν τέκνοις ἠσθένησε“ (I Reg. 2, 5)·
 καίτοι γε ἑνός ἐστι μήτηρ τοῦ Σαμουὴλ ἡ λέγουσα."
33,Section11Sent1,"πῶς οὖν ἑπτὰ 
τετοκέναι φησίν, εἰ μή τι μονάδα ἑβδομάδι τὴν αὐτὴν φυσικώτατα νομίζει,
οὐ μόνον ἐν ἀριθμοῖς, ἀλλὰ καὶ ἐν τῇ τοῦ παντὸς ἁρμονίᾳ καὶ ἐν
τοῖς τῆς ἐναρέτου λόγοις ψυχῆς;"
34,Section11Sent2,"ὁ γὰρ τεταγμένος μόνῳ θεῷ Σαμουήλ,
ἄλλῳ δὲ τὸ παράπαν συνιὼν μηδενί, κατὰ τὸ ἓν καὶ τὴν μονάδα, τὸ"
35,Section11Sent3,"ὄντως ὄν, κεκόσμηται."
36,Section12Sent1,"αὕτη δ’ ἡ κατάστασίς ἐστιν ἑβδομάδος, ἀναπαυομένης ἐν θεῷ ψυχῆς καὶ περὶ μηδὲν τῶν θνητῶν ἔργων ἔτι πονουμένης,
κατὰ ἀπόλειψιν ἑξάδος, ἣν ἀπένειμε τοῖς τὰ πρωτεῖα λαβεῖν μὴ
δυνηθεῖσι,"
37,Section12Sent2,δευτερείων δ’ ἐξ ἀνάγκης μεταποιουμένοις.
38,Section13Sent1,"τὴν μὲν οὖν  στεῖραν, οὐ τὴν ἄγονον, ἀλλὰ τὴν στερρὰν καὶ ἔτι σφριγῶσαν, τοὺς διὰ
καρτερίας καὶ ἀνδρείας καὶ ὑπομονῆς ἐπὶ κτήσει τοῦ ἀρίστου διαθλοῦσαν
ἄθλους, ἑβδομάδι τὴν ἰσότιμον μονάδα τίκτειν εἰκὸς ἦν·"
39,Section13Sent2,"εὔτοκος γὰρ καὶ
εὔπαις ἡ φύσις."
40,Section14Sent1,τὴν δὲ πολλὴν ἀσθενεῖν ἐν τέκνοις εἶπεν ἀψευδῶς καὶ σφόδρα ἐναργῶς·
41,Section14Sent2,"ὅταν γὰρ μία οὖσα ψυχὴ πολλὰ ὠδίνῃ τοῦ ἑνὸς ἀποστᾶσα,
 μυρία κατὰ τὸ εἰκὸς γίνεται, κἄπειτα πλήθει τέκνων ἐξηρτημένων
βαρυνομένη καὶ πιεζομένη"
