,ID,StringText
0,Section1Sent1,"Δεύτερος μετὰ Σηιανὸν Φλάκκος Ἀουίλλιος διαδέχεται τὴν 
κατὰ τῶν Ἰουδαίων ἐπιβουλήν,"
1,Section1Sent2,"σύμπαν μὲν ἀδικῆσαι τὸ ἔθνος ὥσπερ 
ἐκεῖνος ἄντικρυς οὐ δυνηθείς"
2,Section1Sent3,—
3,Section1Sent4,"ἐλάττους γὰρ εἶχε τὰς εἰς τοῦτ’ ἀφορμάς
—,"
4,Section1Sent5,"ἐφ’ ὅσους δ’ ἔφθανεν, ἀθρόους ἀνηκέστοις περιέπειρε κακοῖς. οὐ μὴν
ἀλλὰ καὶ μέρει δόξας ἐπιτίθεσθαι τὴν ἐπιβουλὴν ἐξέτεινεν ἐπιὼν τοὺς
πανταχοῦ πάντας διὰ τέχνης τὸ πλέον ἢ δυνάμεως·"
5,Section1Sent6,"οἷς γὰρ ἰσχὺς οὐ
πρόσεστι τῶν τὰς φύσεις τυραννικῶν, πανουργίαις τὰς ἐπιβουλὰς κατορθοῦσιν."
6,Section2Sent1,"ὁ Φλάκκος οὖν οὗτος ἐν τοῖς ἑταίροις κριθεὶς παρὰ Τιβερίῳ
Καίσαρι μετὰ τὴν Ἱβήρου τελευτήν,"
7,Section2Sent2,"ὃς ἐπετέτραπτο Αἴγυπτον, καθίσταται
τῆς Ἀλεξανδρείας καὶ τῆς χώρας ἐπίτροπος, ἄνθρωπος ἐν ἀρχῇ μυρία καλοκαγαθίας
ὅσα τῷ δοκεῖν ἐξενεγκὼν δείγματα·"
8,Section2Sent3,"πυκνός τε γὰρ ἦν καὶ
συνεχὴς καὶ ὀξὺς νοῆσαι καὶ τὰ βουλευθέντα πρᾶξαι καὶ προχειρότατος 
 εἰπεῖν καὶ πρὸ τοῦ λεγομένου τὸ ἡσυχαζόμενον αἰσθέσθαι."
9,Section3Sent1,"παντάπασιν
οὖν ὀλίγῳ χρόνῳ τῶν κατὰ τὴν Αἴγυπτον πραγματειῶν ἐθὰς γίνεται·"
10,Section3Sent2,"πολύτροποι δ’ εἰσὶ καὶ ποικίλαι, μόλις τοῖς ἐκ πρώτης ἡλικίας τὸ ἔργον
ἐπιτήδευμα πεποιημένοις γνωριζόμεναι. περιττὸς ὄχλος ἦσαν οἱ γραμματεῖς"
11,Section3Sent3,","
12,Section3Sent4,"ἤδη πρὸς πάντα μικρὰ καὶ μεγάλα φθάνοντος αὐτοῦ ταῖς ἐμπειρίαις, ὡς
μὴ μόνον ὑπερβαλεῖν ἀλλὰ χάριν ἀκριβείας ἀντὶ γνωρίμου διδάσκαλον
γεγενῆσθαι τῶν τέως ὑφηγητῶν."
13,Section4Sent1,"καὶ ὅσα μὲν περὶ λογισμοὺς καὶ τὴν τῶν προσοδευομένων κατώρθου διοίκησιν, εἰ καὶ μεγάλα καὶ ἀναγκαῖα ἦν,
 ἀλλ’ οὐδέν γε δεῖγμα   ψυχῆς ὑπέφαινεν ἡγεμονικῆς,"
14,Section4Sent2,"ἃ δὲ λαμπροτέραν
 καὶ βασιλικὴν ἐδήλου φύσιν, μετὰ πλείονος παρρησίας ἐπεδείκνυτο· οἷον
σεμνότερον ἦγεν αὑτόν"
15,Section4Sent3,"— ἄρχοντι δὲ λυσιτελέστατον ὁ τῦφος —, ἐδίκαζε
τὰ μεγάλα μετὰ τῶν ἐν τέλει, τοὺς ὑπεραύχους καθῄρει, μιγάδων καὶ
συγκλύδων ἀνθρώπων ὄχλον ἐκώλυεν ἐπισυνίστασθαι· τάς τε ἑταιρείας
 καὶ συνόδους, αἳ ἀεὶ ἐπὶ προφάσει θυσιῶν εἱστιῶντο τοῖς πράγμασιν
ἐμπαροινοῦσαι, διέλυε τοῖς ἀφηνιάζουσιν ἐμβριθῶς καὶ εὐτόνως προσφερόμενος."
16,Section5Sent1,"εἶτ’ ἐπειδὴ τὴν πόλιν καὶ τὴν χώραν ἀνέπλησεν εὐνομίας, ἐν μέρει πάλιν ταῖς στρατιωτικαῖς δυνάμεσιν ἐφήδρευεν ἐκτάττων, συγκροτῶν,
γυμνάζων πεζούς,"
17,Section5Sent2,"ἱππεῖς, τοὺς τῆς κούφης ὁπλίσεως, τοὺς ἡγεμόνας, ἵνα
 μὴ τὰς μισθοφορὰς τῶν στρατιωτῶν ἀφαιρούμενοι πρὸς λῃστείας"
18,Section5Sent3,"καὶ
ἁρπαγὰς αὐτοὺς ἀλείφωσι, πάλιν τῶν στρατιωτῶν ἕκαστον, ἵνα μηδὲν
ἔξω τῶν κατὰ τὴν στρατείαν περιεργάζηται μεμνημένος, ὅτι τέτακται
καὶ τὴν εἰρήνην διαφυλάττειν."
19,Section6Sent1,Ἴσως δ’ ἄν τις εἴποι·
20,Section6Sent2,"„σὺ δ’, ὦ οὗτος, ἐγνωκὼς ἀνθρώπου  κατηγορεῖν ἔγκλημα μὲν οὐδὲν διεξῆλθες, μακροὺς δ’ ἐπαίνους συνείρεις·
μὴ ἄρα παραπαίεις καὶ μέμηνας;“ — οὐ μέμηνα,"
21,Section6Sent3,"ὦ οὗτος, οὐδ’ ἠλίθιός
τίς εἰμι, ὡς μὴ δύνασθαι πράγματος ἀκολουθίαν ἰδεῖν."
22,Section7Sent1,"ἐπαινῶ τὸν Φλάκκον, οὐκ ἐπειδὴ προσῆκεν ἐχθρὸν ἐγκωμιάζειν, ἀλλ’ ἵν’ αὐτοῦ τὴν
μοχθηρίαν ἀριδηλοτέραν παραστήσω·"
23,Section7Sent2,"τῷ μὲν γὰρ ἀγνοίᾳ τοῦ κρείττονος
 διαμαρτάνοντι συγγνώμη δίδοται,"
24,Section7Sent3,"ὁ δ’ ἐξ ἐπιστήμης ἀδικῶν ἀπολογίαν
οὐκ ἔχει προεαλωκὼς ἐν τῷ τοῦ συνειδότος δικαστηρίῳ."
25,Section8Sent1,ἑξαετίαν
26,Section8Sent2,"γὰρ τὴν ἐπικράτειαν λαβὼν πέντε μὲν ἔτη τὰ πρῶτα, ζῶντος Τιβερίου
Καίσαρος, τήν τε εἰρήνην διεφύλαξε καὶ οὕτως εὐτόνως καὶ ἐρρωμένως
 ἀφηγήσατο, ὡς τοὺς πρὸ αὐτοῦ πάντας ὑπερβαλεῖν."
27,Section9Sent1,"τῷ δ’ ὑστάτῳ,
Τιβερίου μὲν τελευτήσαντος, Γαΐου δ’ ἀποδειχθέντος αὐτοκράτορος, ὑφιέναι
καὶ χαλᾶν ἤρξατο τὰ πάντα εἴτε διὰ τὸ ἐπὶ Τιβερίῳ βαρύτατον πένθος"
28,Section9Sent2,"— δῆλος γὰρ ἦν ὡς ἐπ’ οἰκειοτάτῳ περιπαθῶν ἔκ τε τῆς συνεχοῦς
κατηφείας καὶ τῆς τῶν δακρύων φορᾶς, ἃ καθάπερ ἀπὸ πηγῆς ἀπαύστως
ἐξεχεῖτο — εἴτε καὶ κακόνους ὢν τῷ διαδόχῳ διὰ τὸ τὴν τῶν γνησίων
πρὸ τῆς τῶν θετῶν τεθεραπευκέναι μερίδα εἴτε καὶ τῶν συνεπιθεμένων
τῇ Γαΐου μητρί, καθ’ ὃν χρόνον εἶχε τὰς αἰτίας ἐφ’ αἷς ἀνῃρέθη, γεγονὼς 
 καὶ διὰ φόβον ἁλώσεως ἐπιλελησμένος."
29,Section10Sent1,"καὶ μέχρι μέν τινος ἔτ’ ἀντεῖχε
μὴ κατὰ τὸ παντελὲς μεθιέμενος τὴν τῶν πραγμάτων ἀντίληψιν."
30,Section10Sent2,"ὡς
δ’ ἤκουσε τὸν Τιβερίου μὲν υἱωνὸν κοινωνὸν δὲ τῆς ἀρχῆς ἀναιρεθέντα
  Γαΐου κελεύσαντος, ἀλέκτῳ πληγεὶς συμφορᾷ καταβαλὼν ἑαυτὸν ἀχανὴς
ἔκειτο, τῆς διανοίας πολὺ πρότερον ἀπειρηκυίας καὶ παρειμένης αὐτῷ."
31,Section11Sent1,"ζῶντος μὲν γὰρ τοῦ μειρακίου τὰ ζώπυρα τῆς ἰδίας σωτηρίας οὐκ ἀπεγίνωσκεν,"
32,Section11Sent2,"ἀποθανόντος δὲ συντεθνάναι καὶ τὰς οἰκείας ἐλπίδας ἔδοξεν, εἰ
καὶ μικρά τις ἀπελείπετο αὔρα βοηθείας, ἡ πρὸς Μάκρωνα φιλία τὰ
σύμπαντα παρὰ Γαΐῳ κατ’ ἀρχὰς δυνηθέντα καὶ πλείστην μοῖραν ὡς
λόγος εἰσενεγκάμενον αὐτῷ πρὸς τὸ τυχεῖν τῆς ἡγεμονίας καὶ ἔτι μᾶλλον 
 πρὸς τὸ σωθῆναι"
33,Section11Sent3,","
34,Section12Sent1,"πολλάκις μὲν ἐκποδὼν ποιήσασθαι τὸν Γάιον διανοηθέντος
Τιβερίου ὡς κακοήθη καὶ οὐ πεφυκότα πρὸς ἀρχήν, καὶ ἅμα
διὰ τὸν ἐπὶ τῷ υἱωνῷ φόβον — ἐδεδίει γάρ, μὴ παρανάλωμα γένηται
τελευτήσαντος αὐτοῦ"
35,Section12Sent2,"—,"
36,Section12Sent3,"πολλάκις δὲ τοῦ Μάκρωνος τὰς ὑπονοίας ὑπεξαιρουμένου
καὶ τὸν Γάιον ἐπαινοῦντος ὡς ἁπλοῦν καὶ ἀπόνηρον καὶ κοινωνικὸν 
καὶ τοῦ ἀνεψιοῦ μάλιστα ἡττημένον, ὡς ἢ μόνῳ ἂν ἐθελῆσαι παραχωρῆσαι
 τὴν ἡγεμονίαν ἢ πάντως τὰ πρωτεῖα."
37,Section13Sent1,"ὑφ’ ὧν ἀπατηθεὶς ἔλαθεν ἄσπονδον
ἐχθρὸν ἑαυτῷ καὶ υἱωνῷ καὶ γένει καὶ παρακλήτῳ Μάκρωνι καὶ πᾶσιν
 ἀνθρώποις καταλιπών."
38,Section14Sent1,"ἐπειδὴ γὰρ ὁ Μάκρων ὁρῶν αὐτὸν ἐκδιαιτώμενον
καὶ ἀχαλίνοις ταῖς ὁρμαῖς, ἐφ’ ἃ ἂν τύχῃ καὶ ὡς ἂν τύχῃ, χρώμενον"
39,Section14Sent2,ἐνουθέτει καὶ παρηγόρει νομίζων ἐκεῖνον εἶναι Γάιον
40,Section14Sent3,"τόν, ἡνίκ’ ἔτ’ ἔζη
Τιβέριος, ἐπιεικῆ"
41,Section14Sent4,"καὶ πειθαρχικόν, ὁ κακοδαίμων εὐνοίας περιττῆς ἔδωκε
τὰς ἀνωτάτω δίκας πανοίκιος αὐτῇ γυναικὶ καὶ τέκνοις συναναιρεθεὶς ὡς
περιττὸν ἄχθος καὶ παρενόχλημα."
42,Section15Sent1,καὶ γὰρ ὁπότε πόρρωθεν αὐτὸν ἀφικνούμενον
