,ID,StringText
0,Book1Section1Sent1,"Μωυσέως τοῦ κατὰ μέν τινας νομοθέτου τῶν Ἰουδαίων, κατὰ
δέ τινας ἑρμηνέως νόμων ἱερῶν, τὸν βίον ἀναγράψαι διενοήθην, ἀνδρὸς
 τὰ πάντα μεγίστου καὶ τελειοτάτου, καὶ γνώριμον τοῖς ἀξίοις μὴ ἀγνοεῖν
αὐτὸν ἀποφῆναι."
1,Book1Section2Sent1,"τῶν μὲν γὰρ νόμων τὸ κλέος, οὓς ἀπολέλοιπε, διὰ
πάσης τῆς οἰκουμένης πεφοιτηκὸς ἄχρι καὶ τῶν τῆς γῆς τερμάτων ἔφθακεν,"
2,Book1Section2Sent2,"αὐτὸν δὲ ὅστις ἦν ἐπ’ ἀληθείας ἴσασιν οὐ πολλοί, διὰ φθόνον ἴσως καὶ
ἐν οὐκ ὀλίγοις τῶν διατεταγμένων ὑπὸ τῶν κατὰ πόλεις νομοθετῶν
 ἐναντίωσιν οὐκ ἐθελησάντων αὐτὸν μνήμης ἀξιῶσαι τῶν παρ’ Ἕλλησι
λογίων"
3,Book1Section2Sent3,·
4,Book1Section3Sent1,"ὧν οἱ πλείους τὰς δυνάμεις ἃς ἔσχον διὰ παιδείας ὕβρισαν ἔν
 τε ποιήμασι καὶ τοῖς καταλογάδην   συγγράμμασι κωμῳδίας καὶ συβαριτικὰς
ἀσελγείας συνθέντες, περιβόητον αἰσχύνην, οὓς ἔδει ταῖς φύσεσι
καταχρήσασθαι πρὸς τὴν τῶν ἀγαθῶν ἀνδρῶν τε καὶ βίων ὑφήγησιν"
5,Book1Section3Sent2,","
6,Book1Section3Sent3,"ἵνα μήτε τι καλὸν ἡσυχίᾳ παραδοθὲν ἀρχαῖον ἢ νέον ἀφανισθῇ λάμψαι
δυνάμενον μήτ’ αὖ τὰς ἀμείνους ὑποθέσεις παρελθόντες τὰς ἀναξίους
ἀκοῆς προκρῖναι δοκῶσι σπουδάζοντες τὰ κακὰ καλῶς ἀπαγγέλλειν εἰς
 ὀνειδῶν ἐπιφάνειαν."
7,Book1Section4Sent1,"ἀλλ’ ἔγωγε τὴν τούτων βασκανίαν ὑπερβὰς τὰ περὶ
τὸν ἄνδρα μηνύσω μαθὼν αὐτὰ κἀκ βίβλων τῶν ἱερῶν, ἃς θαυμάσια 
μνημεῖα τῆς αὑτοῦ σοφίας ἀπολέλοιπε, καὶ παρά τινων ἀπὸ τοῦ ἔθνους
πρεσβυτέρων·"
8,Book1Section4Sent2,"τὰ γὰρ λεγόμενα τοῖς ἀναγινωσκομένοις ἀεὶ συνύφαινον καὶ
διὰ τοῦτ’ ἔδοξα μᾶλλον ἑτέρων τὰ περὶ τὸν βίον ἀκριβῶσαι."
9,Book1Section5Sent1,Ἄρξομαι δ’ ἀφ’ οὗπερ ἀναγκαῖον ἄρξασθαι. Μωυσῆς
10,Book1Section5Sent2,"γένος
μέν ἐστι Χαλδαῖος,"
11,Book1Section5Sent3,"ἐγεννήθη δ’ ἐν Αἰγύπτῳ καὶ ἐτράφη, τῶν προγόνων 
αὐτοῦ διὰ πολυχρόνιον λιμόν, ὃς Βαβυλῶνα καὶ τοὺς πλησιοχώρους
ἐπίεζε, κατὰ ζήτησιν τροφῆς εἰς Αἴγυπτον πανοικὶ μεταναστάντων, γῆν
πεδιάδα καὶ βαθεῖαν καὶ πρὸς πάντα γονιμωτάτην, ὧν ἡ ἀνθρωπίνη
 φύσις δεῖται, καὶ μάλιστα τὸν τοῦ σίτου καρπόν."
12,Book1Section6Sent1,"ὁ γὰρ ταύτης ποταμὸς
θέρους ἀκμάζοντος, ἡνίκα τοὺς ἄλλους φασὶ μειοῦσθαι χειμάρρους τε 
καὶ αὐθιγενεῖς, ἐπιβαίνων τε καὶ ἀναχεόμενος πλημμυρεῖ καὶ λιμνάζει
τὰς ἀρούρας, αἳ ὑετοῦ μὴ δεόμεναι φορᾶς ἀφθονίαν παντοίων ἀγαθῶν"
13,Book1Section6Sent2,"ἀνὰ πᾶν ἔτος χορηγοῦσιν, εἰ μή που μεσολαβήσειεν ὀργὴ θεοῦ δι’ ἐπιπολάζουσαν
ἀσέβειαν τῶν οἰκητόρων."
14,Book1Section7Sent1,"πατρὸς δὲ καὶ μητρὸς ἔλαχε τῶν καθ’ ἑαυτοὺς ἀρίστων, οὓς φυλέτας ὄντας ἡ ὁμοφροσύνη μᾶλλον
ᾠκείωσεν ἢ τὸ γένος. ἑβδόμη"
15,Book1Section7Sent2,"γενεὰ δ’ οὗτός ἐστιν ἀπὸ τοῦ πρώτου,"
16,Book1Section7Sent3,ὃς ἐπηλύτης ὢν τοῦ σύμπαντος Ἰουδαίων ἔθνους ἀρχηγέτης ἐγένετο.
17,Book1Section8Sent1,"τροφῆς δ’ ἠξιώθη βασιλικῆς ἀπ’ αἰτίας τοιᾶσδε· τῆς χώρας ὁ βασιλεύς, εἰς πολυανθρωπίαν ἐπιδιδόντος ἀεὶ τοῦ ἔθνους, δείσας μὴ οἱ
ἔποικοι πλείους γενόμενοι δυνατωτέρᾳ χειρὶ τοῖς αὐτόχθοσι περὶ κράτους
ἀρχῆς ἁμιλλῶνται, τὴν ἰσχὺν αὐτῶν ἀφαιρεῖν ἐπινοίαις ἀνοσιουργοῖς
 ἐμηχανᾶτο   καὶ κελεύει τῶν γεννωμένων τὰ μὲν θήλεα τρέφειν — ἐπεὶ
 γυνὴ διὰ φύσεως ἀσθένειαν ὀκνηρὸν εἰς πόλεμον  —, τὰ δ’ ἄρρενα διαφθείρειν,
ἵνα μὴ αὐξηθῇ κατὰ πόλεις·"
18,Book1Section8Sent2,"εὐανδροῦσα γὰρ δύναμις δυσάλωτον
καὶ δυσκαθαίρετον ἐπιτείχισμα."
19,Book1Section9Sent1,"γεννηθεὶς οὖν ὁ παῖς εὐθὺς ὄψιν ἐνέφαινεν ἀστειοτέραν ἢ κατ’ ἰδιώτην, ὡς καὶ τῶν τοῦ τυράννου κηρυγμάτων,
 ἐφ’ ὅσον οἷόν τε ἦν, τοὺς γονεῖς ἀλογῆσαι· τρεῖς γοῦν φασι
μῆνας ἐφεξῆς οἴκοι γαλακτοτροφηθῆναι λανθάνοντα τοὺς πολλούς"
