,ID,StringText
0,Section1Sent1,"Ἐπὶ μὲν παντὸς ἀδήλου καὶ σπουδαίου πράγματος θεὸν καλεῖν 
ἄξιον, διότι ἀγαθός ἐστι γεννητὴς καὶ οὐδὲν ἄδηλον παρ’ αὐτῷ τὴν τῶν
ὅλων ἀκριβεστάτην ἐπιστήμην εἰληχότι,"
1,Section1Sent2,"πρὸς δὲ τὸν ὑπὲρ ἀφθαρσίας τοῦ
κόσμου λόγον ἀναγκαιότατον·"
2,Section1Sent3,"οὔτε γὰρ ἐν αἰσθητοῖς παντελέστερόν τι
τοῦ κόσμου οὔτε ἐν νοητοῖς θεοῦ τελεώτερον,"
3,Section1Sent4,"αἰεὶ δ’ αἰσθήσεως ἡγεμὼν 
νοῦς καὶ νοητὸν αἰσθητοῦ, τὰ δὲ τῶν ὑπηκόων παρ’ ἡγεμόνος τε καὶ
 ἐπιστάτου νόμος φιλοπευστεῖν, οἷς ἐμπέφυκε πόθος ἀληθείας πλείων."
4,Section2Sent1,"εἰ
μὲν οὖν ἐνασκηθέντες τοῖς φρονήσεως καὶ σωφροσύνης καὶ πάσης ἀρετῆς
δόγμασιν ἀπερρυψάμεθα τὰς ἐκ παθῶν καὶ νοσημάτων κηλῖδας, οὐκ ἂν
ἴσως ἀπηξίωσεν ὁ θεὸς ἄκρως κεκαθαρμέναις καὶ φαιδρυναμέναις αὐγοειδῶς 
ψυχαῖς ἐπιστήμην τῶν οὐρανίων ἢ δι’ ὀνειράτων ἢ διὰ χρησμῶν
ἢ διὰ σημείων ἢ τεράτων ὑφηγεῖσθαι·"
5,Section2Sent2,"ἐπεὶ δὲ τοὺς ἀφροσύνης καὶ ἀδικίας
καὶ τῶν ἄλλων κακιῶν ἀναμαξάμενοι [στοχασμοὺς καὶ] τύπους"
6,Section2Sent3,"δυσεκπλύτους   ἔχομεν, ἀγαπᾶν χρή, κἂν εἰκόσι στοχασμοῖς δι’ αὑτῶν
μίμημά τι τῆς ἀληθείας ἀνευρίσκωμεν."
7,Section3Sent1,"Ἄξιον οὖν τοὺς ζητοῦντας εἰ ἄφθαρτος ὁ κόσμος, ἐπειδὴ καὶ „φθορὰ“ καὶ „κόσμος“ τῶν πολλαχῶς λεγομένων ἐστὶν ἑκάτερον, πρῶτον ἐρευνῆσαι
 περὶ τῶν ὀνομάτων, ἵνα καθ’ ὃ σημαινόμενον νυνὶ [καὶ] τέτακται
διαγνῶμεν· ἀλλ’ οὐχ ὅσα δηλοῦται πάντα καταριθμητέον, ἀλλ’ ὅσα
πρὸς τὴν παροῦσαν διδασκαλίαν χρήσιμα."
8,Section4Sent1,"λέγεται τοίνυν ὁ κόσμος καθ’ ἓν μὲν [πρῶτον] σύστημα ἐξ οὐρανοῦ καὶ ἄστρων κατὰ περιοχὴν
καὶ γῆς καὶ τῶν ἐπ’ αὐτῆς ζῴων καὶ φυτῶν,"
9,Section4Sent2,"καθ’ ἕτερον δὲ μόνος
 οὐρανός, εἰς ὃν ἀπιδὼν Ἀναξαγόρας πρὸς τὸν πυθόμενον, ἧς ἕνεκα αἰτίας
ταλαιπωρεῖται διανυκτερεύων ὕπαιθρος,"
10,Section4Sent3,"ἀπεκρίνατο ’τοῦ τὸν κόσμον θεάσασθαι,’
τὰς χορείας καὶ περιφορὰς τῶν ἀστέρων αἰνιττόμενος, κατὰ δὲ
τρίτον, ὡς δοκεῖ τοῖς Στωικοῖς, διῆκον ἄχρι τῆς ἐκπυρώσεως, οὐσία τις
ἢ διακεκοσμημένη ἢ ἀδιακόσμητος, οὗ τῆς κινήσεώς φασιν εἶναι τὸν"
11,Section4Sent4,χρόνον διάστημα.
12,Section4Sent5,"νῦν δ’ ἐστὶν ἡ σκέψις περὶ κόσμου τοῦ κατὰ τὸ
πρῶτον σημαινόμενον, ὃς ἐξ οὐρανοῦ καὶ γῆς καὶ τῶν ἐν αὐτοῖς ζῴων
 συνέστηκε."
13,Section5Sent1,"λέγεται μέντοι καὶ φθορὰ ἥ τε πρὸς τὸ χεῖρον μεταβολὴ
[λέγεται δὲ] καὶ ἡ ἐκ τοῦ ὄντος ἀναίρεσις παντελής, ἣν καὶ ἀνύπαρκτον
ἀναγκαῖον λέγειν·"
14,Section5Sent2,"ὥσπερ γὰρ ἐκ τοῦ μὴ ὄντος οὐδὲν γίνεται, οὐδ’ εἰς 
τὸ μὴ ὂν φθείρεται"
15,Section5Sent3,·
16,Section5Sent4,"„ἔκ τε γὰρ οὐδάμ’ ἐόντος ἀμήχανόν ἐστι γενέσθαι [τι]
καί τ’ ἐὸν ἐξαπολέσθαι ἀνήνυστον καὶ ἄπυστον.“"
17,Section5Sent5,καὶ ὁ τραγικός
18,Section5Sent6,·
19,Section5Sent7,"„θνῄσκει δ’ οὐδὲν τῶν γιγνομένων, 
διακρινόμενον δ’ ἄλλο πρὸς ἄλλο
μορφὴν ἑτέραν ἀπέδειξεν."""
20,Section5Sent8,"οὐδέν γε οὕτως ἐστὶν εὔηθες ὡς τὸ ἀπορεῖν,"
21,Section6Sent1,"εἰ ὁ κόσμος εἰς τὸ μὴ ὂν
φθείρεται,"
22,Section6Sent2,"ἀλλ’ εἰ δέχεται τὴν ἐκ τῆς διακοσμήσεως μεταβολήν, τὰς
ποικίλας μορφὰς στοιχείων τε καὶ συγκριμάτων εἰς μίαν καὶ τὴν αὐτὴν 
ἰδέαν ἀναλυθεὶς ἢ ὥσπερ ἐν τοῖς θλάσμασι καὶ τοῖς κατάγμασι δεξάμενος
παντελῆ σύγχυσιν."
23,Section7Sent1,"Τριτταὶ δὲ περὶ τοῦ ζητουμένου γεγόνασι δόξαι, τῶν μὲν ἀίδιον τὸν κόσμον φαμένων, ἀγένητόν τε καὶ ἀνώλεθρον, τῶν δὲ ἐξ ἐναντίας
γενητόν τε καὶ φθαρτόν·"
24,Section7Sent2,"εἰσὶ δ’ οἳ παρ’ ἑκατέρων ἐκλαβόντες, τὸ μὲν
γενητὸν παρὰ τῶν ὑστέρων παρὰ δὲ τῶν προτέρων τὸ ἄφθαρτον, μικτὴν
 δόξαν ἀπέλιπον, γενητὸν καὶ ἄφθαρτον οἰηθέντες αὐτὸν εἶναι."
25,Section8Sent1,"Δημόκριτος μὲν οὖν καὶ Ἐπίκουρος καὶ ὁ πολὺς ὅμιλος τῶν ἀπὸ τῆς Στοᾶς φιλοσόφων
γένεσιν καὶ φθορὰν ἀπολείπουσι τοῦ κόσμου,"
26,Section8Sent2,πλὴν οὐχ ὁμοίως·
27,Section8Sent3,"οἱ μὲν γὰρ πολλοὺς κόσμους ὑπογράφουσιν, ὧν τὴν μὲν γένεσιν ἀλληλοτυπίαις
καὶ ἐπιπλοκαῖς ἀτόμων ἀνατιθέασι,"
28,Section8Sent4,"τὴν δὲ φθορὰν ἀντικοπαῖς
 καὶ προσράξεσι τῶν γεγονότων·"
29,Section8Sent5,"οἱ δὲ Στωικοὶ κόσμον μὲν ἕνα, γενέσεως
δ’ αὐτοῦ θεὸν αἴτιον,"
30,Section8Sent6,"φθορᾶς δὲ μηκέτι θεόν, ἀλλὰ τὴν ὑπάρχουσαν ἐν
τοῖς οὖσι πυρὸς ἀκαμάτου δύναμιν χρόνων μακραῖς περιόδοις ἀναλύουσαν
τὰ πάντα εἰς ἑαυτήν, ἐξ ἧς πάλιν ἀναγέννησιν κόσμου συνίστασθαι προμηθείᾳ
τοῦ τεχνίτου."
31,Section9Sent1,δύναται δὲ κατὰ τούτους
32,Section9Sent2,ὁ μέν τις κόσμος ἀίδιος
33,Section9Sent3,","
34,Section9Sent4,"ὁ δέ τις φθαρτὸς λέγεσθαι, φθαρτὸς μὲν ὁ κατὰ τὴν διακόσμησιν, ἀίδιος
δὲ ὁ κατὰ τὴν ἐκπύρωσιν παλιγγενεσίαις καὶ περιόδοις ἀθανατιζόμενος"
35,Section9Sent5,οὐδέποτε ληγούσαις.
36,Section10Sent1,"Ἀριστοτέλης δὲ μήποτ’ εὐσεβῶς καὶ ὁσίως ἐνιστάμενος
ἀγένητον καὶ ἄφθαρτον ἔφη τὸν κόσμον εἶναι,"
37,Section10Sent2,"δεινὴν δὲ ἀθεότητα
κατεγίνωσκε τῶν τἀναντία διεξιόντων, οἳ τῶν χειροκμήτων οὐδὲν ᾠήθησαν 
διαφέρειν"
38,Section10Sent3,"τοσοῦτον ὁρατὸν θεόν, ἥλιον καὶ σελήνην καὶ τὸ ἄλλο τῶν
 πλανήτων καὶ ἀπλανῶν ὡς ἀληθῶς περιέχοντα πάνθειον"
39,Section10Sent4,·
40,Section11Sent1,"ἔλεγέ τε, ὡς
ἔστιν ἀκούειν, κατακερτομῶν, ὅτι πάλαι μὲν ἐδεδίει περὶ τῆς οἰκίας, μὴ
βιαίοις πνεύμασιν ἢ χειμῶσιν ἐξαισίοις ἢ χρόνῳ ἢ ῥᾳθυμίᾳ τῆς ἁρμοττούσης
ἐπιμελείας ἀνατραπῇ,"
41,Section11Sent2,"νυνὶ δὲ φόβον ἐπικρέμασθαι μείζονα πρὸς 
 τῶν τὸν ἅπαντα κόσμον τῷ λόγῳ καθαιρούντων."
42,Section12Sent1,"ἔνιοι δ’ οὐκ Ἀριστοτέλην
τῆς δόξης εὑρετὴν λέγουσιν ἀλλὰ τῶν Πυθαγορείων τινάς."
