,ID,StringText
0,Section1Sent1,"Τῶν μὲν οὖν διὰ τοῦ προφήτου Μωυσέως λογίων τρεῖς ἰδέας 
εἶναι συμβέβηκε, τὴν μὲν περὶ κοσμοποιίας, τὴν δὲ ἱστορικήν, τὴν δὲ
τρίτην νομοθετικήν."
1,Section1Sent2,"ἡ μὲν οὖν κοσμοποιία παγκάλως πᾶσα καὶ θεοπρεπῶς
μεμήνυται, λαβοῦσα τὴν ἀρχὴν ἀπὸ γενέσεως οὐρανοῦ καὶ λήξασα εἰς 
ἀνθρώπου κατασκευήν·"
2,Section1Sent3,"ὁ μὲν γὰρ ἀφθάρτων τελειότατος, ὁ δὲ θνητῶν."
3,Section1Sent4,"ἀθάνατα δὲ καὶ θνητὰ ἐν γενέσει συνυφαίνων ὁ ποιητὴς εἰργάσατο τὸν
κόσμον, τὰ μὲν [γενόμενα] ὡς ἡγεμονικά,"
4,Section1Sent5,"τὰ δ’ ὡς ὑπήκοα [καὶ]
 γενησόμενα."
5,Section2Sent1,"τὸ δὲ ἱστορικὸν μέρος ἀναγραφὴ βίων ἐστὶ σπουδαίων καὶ πονηρῶν
καὶ τὰ ὁρισθέντα ἑκατέροις ἐπιτίμια καὶ γέρα ἐν ἑκάσταις γενεαῖς."
6,Section2Sent2,"τοῦ δὲ 
νομοθετικοῦ τὸ μὲν καθολικωτέραν ὑπόθεσιν ἔχει,"
7,Section2Sent3,"τὸ δ’ ἕτερον τῶν κατὰ
μέρος νομίμων εἰσὶν ἐντολαί· κεφάλαια μὲν δέκα, ἅπερ λέγεται κεχρησμῳδῆσθαι
οὐ δι’ ἑρμηνέως ἀλλ’ ἐν τῷ ὑψώματι τοῦ ἀέρος σχηματιζόμενα
καὶ ἄρθρωσιν ἔχοντα λογικήν,"
8,Section2Sent4,"τὰ δ’ ἄλλα τὰ κατ’ εἶδος [μέρη]
 διὰ τοῦ   προφήτου θεσπισθέντα."
9,Section3Sent1,"περὶ ὧν ἁπάντων ὅσα καιρὸς ἐν ταῖς
προτέραις συντάξεσι διεξελθὼν καὶ προσέτι τῶν ἀρετῶν ἃς ἀπένειμεν"
10,Section3Sent2,"εἰρήνῃ τε καὶ πολέμῳ μέτειμι κατὰ τὸ ἀκόλουθον ἐπὶ τὰ προτεθέντα
καὶ τοῖς ἀγαθοῖς ἆθλα καὶ τοῖς πονηροῖς ἐπιτίμια."
11,Section4Sent1,"συνασκήσας γὰρ ὑφηγήσεσι καὶ προτροπαῖς μαλακωτέραις καὶ πάλιν ἐπανατάσεσι καὶ
νουθεσίαις ἐμβριθεστέραις τοὺς κατ’ αὐτὸν πολιτευομένους ἐκάλεσεν εἰς
 τὴν ὧν ἐπαιδεύθησαν ἐπίδειξιν·"
12,Section4Sent2,"οἱ δὲ παρελθόντες ὥσπερ εἰς ἱερὸν
ἀγῶνα γυμνὴν τὴν ἑαυτῶν προαίρεσιν ἀνέφηναν εἰς ἐναργέστατον ἔλεγχον
τῆς ἀληθείας."
13,Section5Sent1,"εἶτα οἱ μὲν ἀθληταὶ τῷ ὄντι ἀρετῆς ἀνευρίσκοντο μὴ ψεύσαντες τῆς ἐπ’ αὐτοῖς χρηστῆς ἐλπίδος τοὺς ἀλείπτας νόμους,"
14,Section5Sent2,"οἱ δὲ
ἄνανδροι καὶ ἀγεννεῖς ὑπὸ τῆς ἐμφύτου μαλακίας τὰς ψυχάς, πρὶν ἢ
 δυνατώτερόν τι ἀντιβιάσασθαι, προκαταπίπτοντες αἰσχύνη καὶ γέλως
θεατῶν ἐγίνοντο."
15,Section6Sent1,"δι’ ἣν αἰτίαν οἱ μὲν βραβείων καὶ κηρυγμάτων καὶ τῶν ἄλλων ὅσα νικῶσι δίδοται μετελάμβανον,"
16,Section6Sent2,"οἱ δὲ οὐκ ἀστεφάνωτοι
μόνον ἀπῄεσαν, ἀλλὰ καὶ ἧτταν ἐπονείδιστον ἐνδεξάμενοι τῶν ἐν τοῖς
γυμνικοῖς ἀγῶσιν ἀργαλεωτέραν·"
17,Section6Sent3,"ἐκεῖ μὲν γὰρ ἀθλητῶν σώματα κλίνεται
 ῥᾳδίως ὀρθοῦσθαι δυνάμενα,"
18,Section6Sent4,"ἐνταῦθα δὲ ὅλοι βίοι πίπτουσιν, οὓς ἅπαξ
ἀνατραπέντας μόλις ἔστιν ἀνεγεῖραι."
19,Section7Sent1,"Τῆς δὲ προνομίας καὶ τιμῆς καὶ τοὐναντίον κολάσεως τάξεις ἐναρμονίους ὑφηγεῖται, κατ’ ἄνδρας, κατ’ οἴκους, κατὰ πόλεις, κατὰ χώρας
καὶ ἔθνη, κατὰ κλίματα γῆς μεγάλα."
20,Section7Sent2,"πρότερον δ’ ἐρευνητέον τὰ
 ἐπὶ τιμαῖς, ἐπειδὴ καὶ λυσιτελέστερα καὶ ἡδίω πρὸς ἀκρόασιν, ἀρχὴν
λαμβάνοντας τὴν ἀφ’ ἑνὸς ἑκάστου τῶν ἐν μέρει."
21,Section8Sent1,"φασὶ τὸν παλαιὸν ἐκεῖνον Τριπτόλεμον Ἕλληνες ἀρθέντα μετέωρον ἐπὶ πτηνῶν δρακόντων
τὸν τοῦ σίτου καρπὸν εἰς ἅπασαν τὴν γῆν κατασπείρειν, ἀντὶ βαλανηφαγίας
ἵν’ ἔχῃ τὸ ἀνθρώπων γένος ἥμερον καὶ ὠφέλιμον καὶ ἡδίστην"
22,Section8Sent2,τροφήν.
23,Section8Sent3,"τοῦτο μὲν οὖν ὥσπερ πολλὰ καὶ ἄλλα τοῖς εἰωθόσι τερατεύεσθαι
μύθου πλάσμα ὂν ἀπολελείφθω σοφιστείαν πρὸ σοφίας καὶ γοητείαν πρὸ
 ἀληθείας ἐπιτετηδευκόσιν."
24,Section9Sent1,"ἐξ ἀρχῆς γὰρ ἅμα τῇ πρώτῃ γενέσει τῶν ὅλων
ὁ θεὸς προευτρεπίσατο τὰ ἐπιτήδεια πᾶσι τοῖς ζῴοις ἐκ γῆς ἀνείς, καὶ
μάλιστα τῷ γένει τῷ ἀνθρώπων, ᾧ τὴν ἐφ’ ἅπασι τοῖς γηγενέσιν ἡγεμονίαν 
ἐχαρίζετο."
25,Section9Sent2,"τῶν γὰρ θείων ἔργων οὐδὲν ὀψίγονον, ἀλλὰ καὶ ὅσα τέχναις καὶ
ἐπιμελείαις ὕστερον τελειοῦσθαι δοκεῖ, πάντως ἡμίεργα προϋπόκειται προμηθείᾳ
φύσεως, ὡς μὴ ἀπὸ σκοποῦ τὰς   μαθήσεις ἀναμνήσεις εἶναι
 λέγεσθαι."
26,Section10Sent1,ταῦτα μὲν οὖν ὑπερκείσθω·
27,Section10Sent2,"τὴν δ’ ἀναγκαιοτάτην σπορὰν
ἐπισκεπτέον, ἣν ὁ ποιητὴς ἐν ἀρετώσῃ χώρᾳ κατέσπειρε, λογικῇ ψυχῇ."
28,Section11Sent1,"ταύτης δ’ ὁ πρῶτος σπόρος ἐστὶν ἐλπίς, ἡ πηγὴ τῶν βίων."
29,Section11Sent2,"ἐλπίδι μὲν
γὰρ κέρδους ὁ χρηματιστὴς ἐπαποδύεται πολυτρόποις ἰδέαις πορισμῶν,"
30,Section11Sent3,"ἐλπίδι δ’ ὁ ναύκληρος εὐπλοίας περαιοῦται τὰ μακρὰ πελάγη· ἐλπίδι
δόξης καὶ ὁ φιλότιμος αἱρεῖται πολιτείαν καὶ κοινῶν πραγμάτων ἐπιμέλειαν·
δι’ ἐλπίδα βραβείων καὶ στεφάνων καὶ οἱ τῶν σωμάτων 
ἀσκηταὶ τοὺς γυμνικοὺς ἀγῶνας διαθλοῦσιν· ἐλπὶς εὐδαιμονίας καὶ τοὺς
ἀρετῆς ζηλωτὰς ἐπαίρει φιλοσοφεῖν, ὡς ταύτῃ δυνησομένους καὶ τὴν
τῶν ὄντων φύσιν ἰδεῖν καὶ δρᾶσαι τὰ ἀκόλουθα πρὸς τὴν τῶν ἀρίστων
βίων θεωρητικοῦ τε καὶ πρακτικοῦ τελείωσιν, ὧν ὁ τυχὼν εὐθύς ἐστιν"
31,Section11Sent4,εὐδαίμων.
32,Section12Sent1,"ἔνιοι μὲν οὖν τὰ ἐλπίδος σπέρματα ἢ ὡς πολέμιοι τὰς ἐν 
τῇ ψυχῇ κακίας ζωπυρήσαντες ἐνέπρησαν ἢ ὡς ἀμελεῖς τέχνης τῆς
γεωργικῆς ὑπὸ ῥᾳθυμίας διέφθειραν."
33,Section12Sent2,"εἰσὶ δ’ οἳ καὶ δόξαντες ἐπιμελεῖσθαι,
φιλαυτίαν πρὸ εὐσεβείας ἀσπασάμενοι, τὰς αἰτίας τῶν κατορθωμάτων
 ἀνέθηκαν ἑαυτοῖς."
34,Section13Sent1,"ὑπαίτιοι δὲ πάντες οὗτοι· μόνος δ’ ἀποδοχῆς
ἄξιος ὁ ἀναθεὶς τὴν ἐλπίδα θεῷ καὶ ὡς αἰτίῳ τῆς γενέσεως αὐτῆς καὶ"
35,Section13Sent2,ὡς ἀσινῆ καὶ ἀδιάφθορον ἱκανῷ μόνῳ διαφυλάξαι.
36,Section13Sent3,"τί οὖν ἆθλον πρόκειται
τῷ στεφανωθέντι τὸν ἀγῶνα τοῦτον; τὸ μικτὸν ἐκ θνητῆς καὶ
ἀθανάτου φύσεως ζῷον, ὁ ἄνθρωπος, οὔθ’ ὁ αὐτὸς οὔθ’ ἕτερος ὢν τοῦ
λαβόντος."
37,Section14Sent1,"τοῦτον Χαλδαῖοι μὲν προσονομάζουσιν Ἐνώς,"
38,Section14Sent2,"εἰς δ’ Ἑλλάδα  γλῶτταν μεταληφθείς ἐστιν ἄνθρωπος, τὸ κοινὸν ὄνομα τοῦ γένους
ἴδιον λαβών, ἆθλον ἐξαίρετον, ὡς δέον μηδένα νομίζεσθαι τὸ παράπαν
ἄνθρωπον, ὃς ἂν μὴ ἐπὶ θεὸν ἐλπίζῃ."
39,Section15Sent1,"Μετὰ δὲ τὴν ἐλπίδος νίκην ἀγὼν δεύτερός ἐστιν, ἐν ᾧ μετάνοια ἀγωνίζεται τῆς μὲν ἀτρέπτου καὶ ἀμεταβλήτου καὶ ἀεὶ κατὰ ταὐτὰ
 καὶ ὡσαύτως ἐχούσης φύσεως ἀμοιρήσασα,"
40,Section15Sent2,"ζήλῳ δὲ καὶ ἔρωτι τοῦ
βελτίονος ἐξαίφνης κατασχεθεῖσα καὶ σπεύδουσα καταλιπεῖν μὲν τὴν σύντροφον
πλεονεξίαν καὶ ἀδικίαν, μεθορμίσασθαι δὲ πρὸς σωφροσύνην καὶ
δικαιοσύνην καὶ τὰς ἄλλας ἀρετάς."
41,Section16Sent1,"ἆθλα καὶ ταύτῃ προτίθεται διττὰ ἐπὶ διττοῖς κατορθώμασιν, ἀπολείψει μὲν αἰσχρῶν, αἱρέσει δὲ τῶν καλλίστων."
42,Section16Sent2,τὰ δ’ ἆθλα ἀποικία καὶ μόνωσις·
43,Section16Sent3,"φησὶ   γὰρ ἐπὶ τοῦ τὰς μὲν
 σώματος νεωτεροποιίας ἀποδράντος, αὐτομολήσαντος δὲ πρὸς ψυχήν·"
44,Section17Sent1,"„οὐχ εὑρίσκετο, διότι μετέθηκεν αὐτὸν ὁ θεός“"
45,Section17Sent2,"(Gen. 5,24)."
46,Section17Sent3,"αἰνίττεται δὲ ἐναργῶς διὰ μὲν τῆς μεταθέσεως τὴν ἀποικίαν, διὰ δὲ τοῦ μὴ εὑρίσκεσθαι
τὴν μόνωσιν· καὶ σφόδρα οἰκείως·"
