,ID,StringText
0,Book1Section1Sent1,"Ἡ μὲν πρὸ ταύτης γραφὴ περιεῖχε τῶν θεοπέμπτων ὀνείρων
τοὺς κατὰ τὸ πρῶτον εἶδος ταττομένους, ἐφ’ οὗ τὸ θεῖον ἐλέγομεν κατὰ
τὴν ἰδίαν ἐπιβολὴν τὰς ἐν τοῖς ὕπνοις ἐπιπέμπειν φαντασίας."
1,Book1Section1Sent2,"ἐν ταύτῃ
 δ’, ὡς ἂν οἷόν τε ᾖ, δηλώσομεν τοὺς ἐφαρμόττοντας τῷ δευτέρῳ."
2,Book1Section2Sent1,"δεύτερον
δ’ εἶδος, ἐν ᾧ ὁ ἡμέτερος νοῦς τῷ τῶν ὅλων συγκινούμενος ἐξ 
ἑαυτοῦ κατέχεσθαί τε καὶ θεοφορεῖσθαι δοκεῖ, ὡς ἱκανὸς εἶναι προλαμβάνειν
καὶ προγινώσκειν τι τῶν μελλόντων."
3,Book1Section2Sent2,"ὄναρ δ’ ἐστὶ πρῶτον οἰκεῖον
 εἴδει τῷ σημαινομένῳ τὸ φανὲν ἐπὶ τῆς οὐρανοῦ κλίμακος τόδε·"
4,Book1Section3Sent1,"„καὶ
ἐνυπνιάσθη·"
5,Book1Section3Sent2,"καὶ ἰδοὺ κλῖμαξ ἐστηριγμένη ἐν τῇ γῇ, ἧς ἡ κεφαλὴ ἀφικνεῖτο
εἰς τὸν οὐρανόν, καὶ οἱ ἄγγελοι τοῦ θεοῦ ἀνέβαινον καὶ κατέβαινον 
ἐπ’ αὐτῆς·"
6,Book1Section3Sent3,ὁ δὲ κύριος ἐπεστήρικτο ἐπ’ αὐτῆς· καὶ εἶπεν·
7,Book1Section3Sent4,ἐγώ εἰμι ὁ
8,Book1Section3Sent5,θεὸς Ἀβραὰμ τοῦ πατρός σου καὶ ὁ θεὸς Ἰσαάκ·
9,Book1Section3Sent6,"μὴ φοβοῦ· ἡ γῆ, ἐφ’
ἧς σὺ καθεύδεις, σοὶ δώσω αὐτὴν καὶ τῷ σπέρματί σου, καὶ ἔσται τὸ
σπέρμα σου ὡς ἡ ἄμμος τῆς γῆς, καὶ πλατυνθήσεται ἐπὶ θάλασσαν
καὶ λίβα καὶ βορρᾶν καὶ ἀνατολάς· καὶ ἐνευλογηθήσονται ἐν σοὶ πᾶσαι
 αἱ φυλαὶ τῆς γῆς καὶ ἐν τῷ σπέρματί σου. καὶ ἰδοὺ ἐγὼ μετὰ σοῦ,
διαφυλάσσων σε ἐν τῇ ὁδῷ πάσῃ, ᾗ ἂν πορευθῇς· καὶ ἀποστρέψω σε
εἰς τὴν γῆν ταύτην, ὅτι οὐ μή σε ἐγκαταλίπω, ἕως τοῦ ποιῆσαί με πάντα
 ὅσα ἐλάλησα σοι“ (Gen. 28,12—15)."
10,Book1Section4Sent1,"προκατασκευὴ δ’ ἐστὶ τῆς φαντασίας ἀναγκαία, ἣν ἀκριβώσαντες εὐμαρῶς ἴσως δυνησόμεθα καὶ τὰ
 δηλούμενα ὑπὸ τῆς φαντασίας καταλαβεῖν."
11,Book1Section4Sent2,τίς οὖν ἡ προκατασκευή;
12,Book1Section4Sent3,"„καὶ ἐξῆλθε“ φησίν „Ἰακὼβ ἀπὸ τοῦ φρέατος τοῦ ὅρκου καὶ ἐπορεύθη
εἰς Χαρράν, καὶ ἀπήντησε τόπῳ·"
13,Book1Section4Sent4,"ἔδυ γὰρ ὁ ἥλιος· καὶ ἔλαβεν ἀπὸ τῶν
λίθων τοῦ τόπου καὶ ἔθηκε πρὸς κεφαλῆς αὐτοῦ, καὶ ἐκοιμήθη ἐν τῷ
τόπῳ ἐκείνῳ“ (ibid. 10. 11)· κἄπειτ’ εὐθύς ἐστι τὸ ὄναρ."
14,Book1Section5Sent1,οὐκοῦν ἄξιον  ἐν ἀρχῇ ταυτὶ τρία διαπορῆσαι·
15,Book1Section5Sent2,"ἓν μὲν τί τὸ τοῦ ὅρκου φρέαρ καὶ διὰ
τί οὕτως ὠνομάσθη,"
16,Book1Section5Sent3,"δεύτερον δὲ τίς ἡ Χαρρὰν καὶ διὰ τί ἀπὸ τοῦ
λεχθέντος φρέατος ἐξελθὼν εἰς Χαρρὰν ἔρχεται εὐθύς, τρίτον"
17,Book1Section5Sent4,"τίς ὁ τόπος
καὶ διὰ τί, ὅταν γένηται κατ’ αὐτόν,"
18,Book1Section5Sent5,"ὁ μὲν ἥλιος δύεται,"
19,Book1Section5Sent6,αὐτὸς δὲ κοιμᾶται.
20,Book1Section6Sent1,Σκοπῶμεν οὖν αὐτίκα τὸ πρῶτον. ἐμοὶ τοίνυν δοκεῖ σύμβολον εἶναι τὸ φρέαρ ἐπιστήμης·
21,Book1Section6Sent2,οὐ γάρ ἐστιν ἐπιπόλαιος αὐτῆς ἡ φύσις
22,Book1Section6Sent3,","
23,Book1Section6Sent4,"ἀλλὰ πάνυ βαθεῖα· οὐδ’ ἐν φανερῷ πρόκειται, ἀλλ’ ἐν ἀφανεῖ που
κρύπτεσθαι φιλεῖ· οὐδὲ ῥᾳδίως, ἀλλὰ μετὰ πολλῶν πόνων καὶ μόλις
ἀνευρίσκεται. καὶ ταῦτ’ οὐ μόνον ἐπὶ τῶν μεγάλα καὶ ἀμύθητα ὅσα
 θεωρήματα ἐχουσῶν, ἀλλὰ καὶ ἐπὶ τῶν εὐτελεστάτων θεωρεῖται."
