,ID,StringText
0,Section1Sent1,"Ἐν μὲν τῷ προτέρῳ βιβλίῳ τὰ περὶ γεωργικῆς τέχνης γενικῆς,
ὅσα καιρὸς ἦν, εἴπομεν, ἐν δὲ τούτῳ περὶ τῆς κατ’ εἶδος ἀμπελουργικῆς,
ὡς ἂν οἷόν τε ᾖ, ἀποδώσομεν."
1,Section1Sent2,"τὸν γὰρ δίκαιον οὐ γεωργὸν μόνον,
ἀλλὰ καὶ ἰδίως ἀμπελουργὸν εἰσάγει φάσκων· „ἤρξατο Νῶε ἄνθρωπος
 εἶναι γεωργὸς γῆς καὶ ἐφύτευσεν ἀμπελῶνα“"
2,Section1Sent3,"(Gen. 9, 20)."
3,Section2Sent1,"προσήκει δὲ τὸν μέλλοντα περὶ τῶν κατὰ μέρος φυτουργιῶν τε καὶ γεωργιῶν
διεξιέναι κατανοῆσαι πρῶτον τὰ τελειότατα τοῦ παντὸς φυτὰ καὶ τὸν
μέγαν φυτουργὸν καὶ ἐπιστάτην αὐτῶν."
4,Section2Sent2,"ὁ μὲν τοίνυν τῶν φυτουργῶν
μέγιστος καὶ τὴν τέχνην τελειότατος ὁ τῶν ὅλων ἡγεμών ἐστι,"
5,Section2Sent3,"φυτὸν
 δὲ αὖ περιέχον ἐν ἑαυτῷ τὰ ἐν μέρει φυτὰ ἅμα παμμυρία καθάπερ
κληματίδας ἐκ μιᾶς ἀναβλαστάνοντα ῥίζης ὅδε ὁ κόσμος."
6,Section3Sent1,"ἐπειδὴ γὰρ τὴν οὐσίαν ἄτακτον καὶ συγκεχυμένην οὖσαν ἐξ αὑτῆς εἰς τάξιν ἐξ
ἀταξίας καὶ ἐκ συγχύσεως εἰς διάκρισιν ἄγων ὁ κοσμοπλάστης μορφοῦν
 ἤρξατο, γῆν μὲν καὶ ὕδωρ ἐπὶ τὸ μέσον ἐρρίζου,"
7,Section3Sent2,"τὰ   δὲ ἀέρος καὶ
 πυρὸς δένδρα πρὸς τὴν μετάρσιον ἀνεῖλκεν ἀπὸ τοῦ μέσου χώραν, τὸν"
8,Section3Sent3,"δὲ αἰθέριον ἐν κύκλῳ τόπον ὠχυροῦτο τῶν ἐντὸς ὅρον τε καὶ φυλακτήριον
αὐτὸν τιθείς, ἀφ’ οὗ καὶ οὐρανὸς ὠνομάσθαι δοκεῖ· καὶ ὀχεῖσθαι μὲν
γῆν ὕδατι ξηρὰν οὖσαν, ἣν δέος ἦν ὕδατι διαλύεσθαι,"
9,Section3Sent4,"πυρὶ δὲ ἀέρα
θερμῷ φύσει τὸν ἐξ ἑαυτοῦ ψυχρότατον, θαῦμα ἔκτοπον, ὁ θαυματοποιὸς
 εἰργάζετο."
